Time,nz-c2.C_dot,nz-c2.Level,nz-c2.total_cases,nz-c2.deaths,nz-c2.Iu,nz-c2.Ic
480,0.144117,2,1524.193365,15.227164,0.960781,1.476985
481,0.143477,2,1524.337162,15.228667,0.956512,1.470452
482,0.142839,2,1524.48032,15.230164,0.952263,1.463942
483,0.142205,2,1524.622842,15.231654,0.948032,1.457457
484,0.141573,2,1524.764731,15.233137,0.943821,1.450996
485,0.140962,2,1524.905875,15.234614,0.939744,1.444445
486,0.140334,2,1525.046523,15.236085,0.935558,1.438051
487,0.13971,2,1525.186545,15.237549,0.931402,1.431683
488,0.139091,2,1525.325945,15.239006,0.927273,1.425342
489,0.138475,2,1525.464728,15.240457,0.923164,1.419032
490,0.137861,2,1525.602896,15.241901,0.919072,1.412753
491,0.137249,2,1525.740451,15.243339,0.914994,1.406507
492,0.13664,2,1525.877396,15.244771,0.910931,1.40029
493,0.136033,2,1526.013732,15.246196,0.906885,1.394102
494,0.135428,2,1526.149463,15.247615,0.902856,1.387939
495,0.134827,2,1526.28459,15.249028,0.898845,1.381799
496,0.134228,2,1526.419118,15.250434,0.894852,1.375683
497,0.133631,2,1526.553047,15.251835,0.890876,1.369588
498,0.133038,2,1526.686382,15.253229,0.886919,1.363517
499,0.132463,2,1526.819016,15.254617,0.883087,1.357361
500,0.131873,2,1526.951184,15.255998,0.879154,1.351352
501,0.131287,2,1527.082764,15.257374,0.875249,1.345367
502,0.130705,2,1527.213761,15.258744,0.871368,1.339409
503,0.130126,2,1527.344176,15.260107,0.867507,1.333479
504,0.129549,2,1527.474014,15.261464,0.863661,1.327579
505,0.128974,2,1527.603276,15.262816,0.859829,1.321709
506,0.128402,2,1527.731964,15.264161,0.856012,1.315868
507,0.127831,2,1527.860081,15.2655,0.852209,1.310052
508,0.127263,2,1527.987628,15.266834,0.848423,1.304261
509,0.126698,2,1528.114609,15.268161,0.844654,1.298491
510,0.126135,2,1528.241026,15.269483,0.840901,1.292743
511,0.125575,2,1528.366881,15.270799,0.837165,1.287016
512,0.125017,2,1528.492177,15.272109,0.833446,1.281311
513,0.124477,2,1528.616815,15.273413,0.829846,1.275526
514,0.123922,2,1528.741014,15.274711,0.82615,1.26988
515,0.123372,2,1528.864662,15.276004,0.82248,1.264256
516,0.122825,2,1528.98776,15.277291,0.818834,1.258657
517,0.122281,2,1529.110313,15.278572,0.815205,1.253084
518,0.121739,2,1529.232323,15.279848,0.811591,1.24754
519,0.121199,2,1529.353792,15.281118,0.80799,1.242024
520,0.12066,2,1529.474721,15.282382,0.804403,1.236534
521,0.120124,2,1529.595114,15.28364,0.80083,1.231069
522,0.119591,2,1529.714971,15.284893,0.797272,1.225627
523,0.119059,2,1529.834297,15.286141,0.79373,1.220205
524,0.11853,2,1529.953092,15.287383,0.790203,1.214804
525,0.118004,2,1530.071359,15.288619,0.786693,1.209422
526,0.11748,2,1530.189101,15.28985,0.783198,1.204061
527,0.116972,2,1530.306224,15.291076,0.779814,1.198624
528,0.116451,2,1530.422936,15.292296,0.776341,1.193318
529,0.115934,2,1530.539128,15.293511,0.772893,1.188034
530,0.11542,2,1530.654805,15.29472,0.769466,1.182772
531,0.114908,2,1530.769969,15.295924,0.766056,1.177536
532,0.114399,2,1530.884623,15.297123,0.76266,1.172325
533,0.113891,2,1530.998768,15.298316,0.759276,1.167142
534,0.113386,2,1531.112407,15.299504,0.755905,1.161983
535,0.112882,2,1531.225541,15.300687,0.752547,1.156848
536,0.112381,2,1531.338173,15.301864,0.749204,1.151733
537,0.111881,2,1531.450304,15.303037,0.745875,1.146639
538,0.111384,2,1531.561936,15.304204,0.742562,1.141563
539,0.110889,2,1531.673073,15.305366,0.739263,1.136506
540,0.110397,2,1531.783716,15.306522,0.735978,1.131468
541,0.10992,2,1531.893778,15.307674,0.732799,1.126359
542,0.10943,2,1532.003453,15.308821,0.729535,1.121373
543,0.108944,2,1532.11264,15.309962,0.726294,1.116406
544,0.108461,2,1532.221343,15.311099,0.723074,1.111462
545,0.107981,2,1532.329564,15.31223,0.71987,1.106541
546,0.107502,2,1532.437305,15.313357,0.716679,1.101645
547,0.107025,2,1532.544569,15.314478,0.713499,1.096774
548,0.10655,2,1532.651356,15.315594,0.710331,1.091927
549,0.106076,2,1532.757669,15.316706,0.707176,1.087101
550,0.105605,2,1532.86351,15.317812,0.704034,1.082295
551,0.105136,2,1532.96888,15.318914,0.700906,1.077507
552,0.104669,2,1533.073783,15.32001,0.697792,1.072737
553,0.104204,2,1533.178219,15.321102,0.694692,1.067985
554,0.103741,2,1533.282192,15.322189,0.691606,1.063251
555,0.103293,2,1533.385618,15.323272,0.688618,1.05845
556,0.102833,2,1533.48868,15.324349,0.685551,1.053764
557,0.102376,2,1533.591284,15.325422,0.682505,1.049097
558,0.101922,2,1533.693433,15.32649,0.679479,1.044451
559,0.10147,2,1533.795129,15.327553,0.676469,1.039827
560,0.10102,2,1533.896375,15.328611,0.67347,1.035226
561,0.100572,2,1533.997171,15.329665,0.670481,1.030649
562,0.100126,2,1534.09752,15.330714,0.667504,1.026093
563,0.099681,2,1534.197424,15.331759,0.664539,1.021558
564,0.099238,2,1534.296883,15.332798,0.661587,1.017042
565,0.098797,2,1534.395901,15.333834,0.658647,1.012543
566,0.098358,2,1534.494479,15.334864,0.655721,1.008061
567,0.097921,2,1534.592618,15.33589,0.652808,1.003595
568,0.097486,2,1534.690322,15.336912,0.649908,0.999146
569,0.097065,2,1534.787512,15.337929,0.6471,0.994635
570,0.096633,2,1534.884361,15.338941,0.644218,0.990232
571,0.096203,2,1534.980779,15.339949,0.641356,0.985846
572,0.095777,2,1535.07677,15.340953,0.638513,0.98148
573,0.095353,2,1535.172334,15.341952,0.635683,0.977135
574,0.09493,2,1535.267476,15.342947,0.632865,0.972811
575,0.094509,2,1535.362195,15.343937,0.630057,0.96851
576,0.094089,2,1535.456494,15.344923,0.62726,0.964229
577,0.093671,2,1535.550374,15.345904,0.624473,0.959967
578,0.093255,2,1535.643837,15.346881,0.621699,0.955723
579,0.092841,2,1535.736884,15.347854,0.618937,0.951496
580,0.092428,2,1535.829519,15.348822,0.616187,0.947284
581,0.092017,2,1535.921741,15.349787,0.613449,0.943087
582,0.091609,2,1536.013554,15.350746,0.610724,0.938906
583,0.091213,2,1536.104885,15.351702,0.608086,0.934667
584,0.090807,2,1536.195895,15.352654,0.605377,0.930529
585,0.090403,2,1536.2865,15.353601,0.602688,0.926408
586,0.090002,2,1536.376702,15.354544,0.600016,0.922305
587,0.089604,2,1536.466505,15.355483,0.597357,0.918222
588,0.089206,2,1536.55591,15.356418,0.594709,0.914159
589,0.08881,2,1536.644919,15.357348,0.59207,0.910117
590,0.088416,2,1536.733532,15.358274,0.589441,0.906094
591,0.088023,2,1536.821752,15.359197,0.586823,0.902089
592,0.087632,2,1536.90958,15.360115,0.584216,0.898101
593,0.087243,2,1536.997018,15.361029,0.58162,0.894128
594,0.086855,2,1537.084067,15.361939,0.579036,0.89017
595,0.08647,2,1537.17073,15.362845,0.576463,0.886227
596,0.086085,2,1537.257007,15.363747,0.573902,0.882298
597,0.085713,2,1537.342831,15.364645,0.571423,0.878314
598,0.085332,2,1537.428354,15.365539,0.568878,0.874426
599,0.084953,2,1537.513496,15.366429,0.566351,0.870553
600,0.084576,2,1537.59826,15.367316,0.56384,0.866698
