Time,nz-c3.C_dot,nz-c3.Level,nz-c3.total_cases,nz-c3.deaths,nz-c3.Iu,nz-c3.Ic
397,2714.163907,0,1620460.844822,27430.66907,27141.639072,18258.669567
398,2985.401245,0,1623310.04236,27455.118501,29854.012452,19469.766104
399,3263.882553,0,1626433.770195,27479.906235,32638.825532,20976.657154
400,3553.997953,0,1629841.399224,27505.43848,35539.979531,22758.656304
401,3860.407863,0,1633546.903726,27532.245006,38604.078632,24794.169193
402,4187.432391,0,1637568.775447,27560.935872,41874.323909,27063.37896
403,4538.903909,0,1641929.583055,27592.148447,45389.039089,29550.85406
404,4918.227896,0,1646655.505479,27626.499529,49182.278965,32247.591934
405,5328.496611,0,1651775.961303,27664.553091,53284.966115,35152.117004
406,5772.588229,0,1657323.347394,27706.807551,57725.882288,38270.539284
407,6253.222816,4,1663332.861298,27753.700533,62532.228159,41615.755116
408,6766.151695,4,1669840.731578,27805.624612,67661.516951,45204.476651
409,7254.306845,4,1676857.090187,27862.934385,72543.068451,49028.693378
410,7612.388414,4,1684305.054824,27925.937829,76123.884142,52993.416727
411,7770.755033,4,1692014.188185,27994.914234,77707.550326,56909.048166
412,7728.9576,4,1699779.265361,28070.151492,77289.575996,60549.447363
413,7532.730229,4,1707420.626622,28151.965565,75327.302286,63712.341772
414,7240.435527,4,1714813.059507,28240.679425,72404.355269,66249.81436
415,6902.12188,4,1721886.654108,28336.549621,69021.218802,68073.174994
416,6552.497518,4,1728614.039048,28439.645939,65524.975185,69146.596442
417,6211.975862,4,1734995.143641,28549.716456,62119.758625,69479.098797
418,5890.572499,4,1741044.765025,28666.088042,58905.724994,69117.547838
419,5591.8227,4,1746784.187888,28787.645382,55918.227002,68139.59754
420,5315.712329,4,1752236.261922,28912.902781,53157.123292,66645.156726
421,5060.548641,4,1757422.866557,29040.149403,50605.486408,64746.264678
422,4824.026173,4,1762363.819115,29167.627053,48240.261732,62556.555813
423,4603.776577,4,1767076.569265,29293.696746,46037.765767,60181.969169
424,4397.622602,4,1771576.280706,29416.96238,43976.226022,57714.012387
425,4203.676132,4,1775876.080201,29536.338126,42036.761317,55226.12606
426,4020.359008,4,1779987.361429,29651.062432,40203.590078,52772.940122
427,3846.387244,4,1783920.089068,29760.6717,38463.872439,50391.722353
428,3680.738445,4,1787683.077582,29864.950119,36807.384448,48105.14607
429,3522.612229,4,1791284.233367,29963.870563,35226.122286,45924.578088
430,3371.389,4,1794730.756146,30057.53743,33713.889999,43853.293762
431,3226.590438,4,1798029.299767,30146.137768,32265.904384,41889.261986
432,3087.843956,4,1801186.095325,30229.903264,30878.439561,40027.345645
433,2954.852495,4,1804207.041328,30309.083045,29548.524947,38260.905901
434,2827.37025,4,1807097.7666,30383.925831,28273.702502,36582.881464
435,2705.18424,4,1809863.671863,30454.669396,27051.842404,34986.449339
436,2588.101144,4,1812509.955571,30521.53531,25881.011437,33465.377701
437,2475.938549,4,1815041.628882,30584.727177,24759.385492,32014.168636
438,2368.519653,4,1817463.523665,30644.431034,23685.196532,30628.068753
439,2265.670471,4,1819780.296543,30700.816888,22656.704707,29303.005319
440,2167.218751,4,1821996.43106,30754.040744,21672.18751,28035.487719
441,2072.993948,4,1824116.239332,30804.246689,20729.93948,26822.499863
442,1982.827759,4,1826143.86399,30851.568816,19828.277586,25661.398629
443,1896.554895,4,1828083.280802,30896.132859,18965.548953,24549.826067
444,1814.013878,4,1829938.302086,30938.057518,18140.138776,23485.638222
445,1735.047723,4,1831712.580876,30977.455482,17350.477233,22466.850477
446,1659.504481,4,1833409.615699,31014.4342,16595.044813,21491.597622
447,1587.237595,4,1835032.755801,31049.09644,15872.375946,20558.106142
448,1518.107501,0,1836585.206734,31081.540684,15181.075007,19664.676103
449,1453.624722,0,1838070.403178,31111.863248,14536.247222,18810.037183
450,1410.650754,0,1839499.453924,31140.197986,14106.507539,18000.781712
451,1421.112611,0,1840909.721733,31166.826095,14211.126107,17269.935775
452,1503.604361,0,1842365.942064,31192.194056,15036.043612,16678.068837
453,1652.469809,0,1843939.099994,31216.769551,16524.698093,16292.136818
454,1847.72724,0,1845686.177186,31240.89019,18477.272403,16165.062611
455,2068.22343,0,1847642.681966,31264.729453,20682.234302,16327.722701
456,2299.036292,0,1849825.747747,31288.36106,22990.362919,16790.864853
457,2532.937444,0,1852241.484501,31311.850864,25329.37444,17550.670674
458,2768.671541,0,1854891.960963,31335.332896,27686.715412,18593.852376
459,3008.461627,0,1857779.926802,31359.054927,30084.616272,19901.200883
460,3255.985637,0,1860911.21685,31383.390539,32559.856375,21450.172417
461,3515.154842,0,1864295.530527,31408.820599,35151.548416,23217.31386
462,3789.562436,0,1867946.344554,31435.893117,37895.624361,25180.813649
463,4082.34117,0,1871880.500201,31465.174791,40823.411698,27322.933344
464,4396.207266,0,1876117.756249,31497.207616,43962.072663,29631.868619
465,4733.55531,0,1880680.419027,31532.479862,47335.553096,32102.705517
466,5096.544764,0,1885593.065712,31571.414732,50965.447636,34737.407708
467,5487.164709,0,1890882.343262,31614.374744,54871.647089,37544.019521
468,5907.282356,4,1896576.823244,31661.676781,59072.823559,40535.403453
469,6356.725265,4,1902706.538113,31713.611845,63567.252646,43727.477325
470,6802.430263,4,1909289.434058,31770.456791,68024.302634,47124.444147
471,7154.591341,4,1916279.626322,31832.461448,71545.913408,50666.049522
472,7334.506692,4,1923540.160893,31899.848113,73345.06692,54199.625785
473,7324.705942,4,1930884.728514,31972.839498,73247.059416,57521.397536
474,7158.606412,4,1938137.358664,32051.680875,71586.064118,60436.263187
475,6889.27135,4,1945167.806646,32136.630717,68892.713502,62794.34673
476,6566.183694,4,1951898.439124,32227.906693,65661.836937,64500.956339
477,6225.578975,4,1958294.825313,32325.586648,62255.78975,65512.466715
478,5889.835818,4,1964351.674846,32429.486857,58898.358179,65828.774379
479,5570.647324,4,1970080.418651,32539.05996,55706.473235,65486.439956
480,5272.75717,4,1975500.420158,32653.355515,52727.571698,64552.206022
481,4996.942736,4,1980633.599347,32771.064345,49969.427358,63115.479695
482,4742.000041,4,1985501.536565,32890.636939,47420.000411,61279.290828
483,4505.913607,4,1990124.132037,33010.442385,45059.136068,59150.526153
484,4286.480607,4,1994519.141205,33128.927057,42864.806072,56830.91071
485,4081.611818,4,1998702.157372,33244.74017,40816.118176,54410.075932
486,3889.457485,4,2002686.79838,33356.809307,38894.574848,51961.420678
487,3708.444587,4,2006484.9697,33464.364967,37084.445866,49540.747811
488,3537.271393,4,2010107.140805,33566.924248,35372.713927,47187.128854
489,3374.882201,4,2013562.604908,33664.248498,33748.822007,44925.211443
490,3220.43348,4,2016859.7085,33756.289365,32204.334798,42768.198386
491,3073.257301,4,2020006.045313,33843.134405,30732.573006,40720.892382
492,2932.825537,4,2023008.613862,33924.959187,29328.255365,38782.416988
493,2798.717098,4,2025873.940564,34001.989114,27987.170976,36948.4232
494,2670.589609,4,2028608.172216,34074.471464,26705.896093,35212.738928
495,2548.156224,4,2031217.142688,34142.65655,25481.562236,33568.509806
496,2431.167631,4,2033706.419041,34206.786189,24311.676314,32008.923366
497,2319.398879,4,2036081.332111,34267.087569,23193.98879,30527.619296
498,2212.640291,4,2038346.996017,34323.770793,22126.402915,29118.880099
499,2110.691678,4,2040508.320307,34377.028722,21106.916783,27777.679435
500,2013.358993,4,2042570.017609,34427.038131,20133.589933,26499.646547
501,1920.45271,4,2044536.608838,34473.96146,19204.527099,25280.987916
502,1831.787302,4,2046412.427395,34517.948732,18317.87302,24118.393308
503,1747.181366,4,2048201.623185,34559.139378,17471.813663,23008.942736
504,1666.458056,4,2049908.166944,34597.663833,16664.580557,21950.023359
505,1589.445604,4,2051535.855056,34633.644851,15894.456036,20939.260252
506,1515.97781,0,2053088.314879,34667.198563,15159.778103,19974.461794
507,1446.223144,0,2054569.063147,34698.435538,14462.231439,19053.63123
508,1388.81426,0,2055984.652935,34727.478193,13888.142602,18178.078018
509,1370.718846,0,2057359.88828,34754.550241,13707.188458,17367.605842
510,1415.728589,0,2058747.390962,34780.04815,14157.285891,16670.058984
511,1525.870042,0,2060213.182557,34804.452393,15258.70042,16146.877741
512,1685.615473,0,2061815.579389,34828.166713,16856.154728,15851.896312
513,1874.438776,0,2063593.878852,34851.437191,18744.387763,15819.67941
514,2075.804998,0,2065568.359478,34874.381719,20758.049975,16064.659338
515,2280.221719,0,2067746.231996,34897.071144,22802.217188,16585.611748
516,2484.425202,0,2070128.483093,34919.60839,24844.252025,17370.72736
517,2689.184314,0,2072715.04231,34942.182683,26891.843137,18401.399973
518,2897.232265,0,2075507.736132,34965.092794,28972.322645,19654.892247
519,3111.877355,0,2078511.496723,34988.740265,31118.77355,21106.641501
520,3336.285734,0,2081734.5305,35013.599101,33362.857337,22732.646732
521,3573.222726,0,2085188.018499,35040.173084,35732.227264,24511.847217
522,3825.03306,0,2088885.693277,35068.953356,38250.330602,26428.102019
523,4093.709537,0,2092843.44942,35100.386364,40937.095365,28471.400984
524,4380.973442,0,2097079.032454,35134.857273,43809.734422,30638.158801
525,4688.340641,0,2101611.801797,35172.68869,46883.406412,32930.694178
526,5017.172372,0,2106462.551734,35214.150967,50171.723716,35356.161172
527,5368.717006,0,2111653.378158,35259.478946,53687.170063,37925.246062
528,5744.147319,4,2117207.584665,35308.890382,57441.473195,40650.895947
529,6142.307982,4,2123149.177183,35362.602354,61423.079823,43546.804606
530,6529.619508,4,2129488.929148,35420.835061,65296.195082,46612.717569
531,6823.186704,4,2136176.591256,35483.790681,68231.867042,49786.13722
532,6954.962576,4,2143080.448843,35551.647517,69549.625762,52921.598099
533,6913.47811,4,2150028.20548,35624.582584,69134.781104,55831.481178
534,6731.885673,4,2156860.650964,35702.788912,67318.856727,58340.00156
535,6459.391301,4,2163461.9688,35786.463797,64593.913008,60314.779057
536,6140.885996,4,2169764.540404,35875.756696,61408.859959,61674.605093
537,5808.84268,4,2175739.697141,35970.677899,58088.426798,62385.086141
538,5483.134868,4,2181384.773179,36070.98981,54831.34868,62451.542912
539,5174.04731,4,2186711.891993,36176.119786,51740.473096,61912.58902
540,4885.675513,4,2191740.109577,36285.132269,48856.755132,60833.978684
541,4618.599949,4,2196490.637954,36396.777113,46185.999494,59301.474994
542,4371.651981,4,2200984.282978,36509.603001,43716.51981,57412.387731
543,4142.950399,4,2205240.263293,36622.10431,41429.503987,55266.57863
544,3930.45338,4,2209275.804534,36732.864427,39304.533796,52958.286222
545,3732.224445,4,2213106.128944,36840.666595,37322.244445,50569.955418
546,3546.543577,4,2216744.625256,36944.558195,35465.435773,48168.660917
547,3371.939858,4,2220203.085895,37043.868722,33719.398582,45805.058996
548,3207.186209,4,2223491.955544,37138.191346,32071.862092,43514.33691
549,3051.276584,4,2226620.564533,37227.341813,30512.765839,41318.431662
550,2903.395653,4,2229597.335084,37311.307808,29033.956533,39228.817025
551,2762.886256,4,2232429.955812,37390.19869,27628.862563,37249.315992
552,2629.217702,4,2235125.523889,37464.201689,26292.177016,35378.595171
553,2501.956877,4,2237690.65679,37533.547259,25019.568771,33612.177519
554,2380.743349,4,2240131.577071,37598.483855,23807.433492,31943.941817
555,2265.268998,4,2242454.174492,37659.261057,22652.689981,30367.157567
556,2155.262204,4,2244664.050057,37716.11931,21552.622044,28875.141448
557,2050.476213,4,2246766.546382,37769.284527,20504.762125,27461.629685
558,1950.68105,4,2248766.768258,37818.96598,19506.810504,26120.952184
559,1855.658286,4,2250669.596601,37865.356243,18556.582856,24848.07833
560,1765.197903,4,2252479.698291,37908.632295,17651.979026,23638.587086
561,1679.096667,4,2254201.533669,37948.957138,16790.966673,22488.598333
562,1597.157457,4,2255839.362922,37986.481566,15971.574569,21394.689783
563,1519.189157,4,2257397.252106,38021.345836,15191.891567,20353.814279
564,1445.031464,0,2258879.081625,38053.681146,14450.31464,19363.227923
565,1377.791366,0,2260289.458028,38083.615734,13777.913663,18421.333297
566,1336.611601,0,2261643.311432,38111.331587,13366.116008,17537.220754
567,1347.466696,0,2262980.259613,38137.162966,13474.666963,16744.98779
568,1420.106842,0,2264359.031885,38161.57546,14201.068421,16098.124055
569,1544.852851,0,2265837.840374,38185.022503,15448.528507,15649.815665
570,1703.035104,0,2267459.720374,38207.826555,17030.351043,15438.068391
571,1877.141904,0,2269248.980728,38230.165679,18771.419041,15481.561862
572,2055.587479,0,2271215.202125,38252.134758,20555.874792,15782.492586
573,2233.042238,0,2273359.596907,38273.823244,22330.422381,16331.351461
574,2408.709875,0,2275680.487239,38295.376408,24087.098748,17110.924365
575,2584.30317,0,2278176.806258,38317.029069,25843.0317,18099.108661
576,2762.515121,0,2280849.789187,38339.110525,27625.151212,19271.156687
577,2946.132313,0,2283703.460998,38362.024897,29461.323134,20601.900159
578,3137.645107,0,2286744.502661,38386.215777,31376.451073,22068.034471
579,3339.149082,0,2289981.889173,38412.126582,33391.490822,23650.166782
580,3552.376558,0,2293426.504565,38440.167003,35523.765578,25334.250629
581,3778.764633,0,2297090.811893,38470.692091,37787.646331,27112.184819
582,4019.519845,0,2300988.591278,38503.995647,40195.19845,28981.591256
583,4275.670283,0,2305134.736378,38540.315648,42756.702826,30944.975223
584,4548.108148,0,2309545.097784,38579.847413,45481.081477,33008.555041
585,4837.627235,0,2314236.366146,38622.759939,48376.272349,35181.032734
586,5144.957276,0,2319225.991182,38669.2118,51449.572757,37472.502586
587,5470.794474,0,2324532.133256,38719.36442,54707.94474,39893.602799
588,5815.282537,4,2330173.56244,38773.391732,58152.825373,42454.85611
589,6160.361904,4,2336163.289551,38831.481676,61603.61904,45159.963606
590,6439.48781,4,2342472.018895,38893.813631,64394.878097,47969.095833
591,6581.695098,4,2348995.806602,38960.538325,65816.950982,50766.514452
592,6562.921474,4,2355581.141613,39031.791265,65629.214745,53385.7167
593,6405.551508,4,2362075.311846,39107.7126,64055.515084,55660.070462
594,6153.272235,4,2368360.83248,39188.445614,61532.722355,57458.133827
595,5849.550992,4,2374365.113264,39274.100714,58495.50992,58695.529796
596,5527.513539,4,2380054.27953,39364.682458,55275.135389,59332.712467
597,5208.3319,4,2385421.520861,39459.994272,52083.318996,59368.442539
598,4903.530463,4,2390476.119868,39559.553124,49035.304628,58833.499427
599,4618.152923,4,2395235.392714,39662.550309,46181.529233,57784.928326
600,4353.428384,4,2399719.606149,39767.879499,43534.283838,56299.691437
