GDP,Cases,Level 0,Level 4,Level 3,Level 2,Level 1
4.9959236159988825,14651.586211105243,0.4010045582267465,0.15542878223403223,0.043001546687823716,36.42785289625609,97.97271221659528
5.097240627767142,10879.032010682224,0.031328501028537376,0.004015382691708272,0.0671894748001358,39.915629093796284,94.98183754768336
5.199608240169675,8642.069365956899,0.5241107102607171,0.2431713958308436,0.2627029287207296,40.9740798929212,92.99593507226652
5.298559595667343,5717.234612993967,0.8857531246889483,0.0027815514469413786,0.14362867273316976,45.977740386732684,87.99009626439826
5.393660679265434,5166.030167664237,0.3472385162639741,0.0,0.0,48.68640029179276,85.96636119194326
5.4950823471599834,4721.549406420052,0.7030915124603336,0.6093409080525436,0.0,47.75063164048049,85.93693593900664
5.594713331093682,3881.4267896665606,0.10906396420697406,0.0,0.0,54.13486188342038,80.75607415237266
5.699580362088088,3814.9286324826576,0.6101244512914638,0.4707299215791895,1.661417568094045,49.27558863515625,82.98213942387906
5.784761795044058,2891.9241726308865,0.8736800170087061,0.12870139186544666,0.0,59.18274983217363,74.81486875895224
5.891821707020785,2702.2346657021117,0.9524035498515243,0.05993398358602556,0.2242588929642273,62.015125808846655,71.74827776475158
5.999313082485524,2781.9124237876026,0.6749957742614963,0.3479080250335419,3.2044639430045243,53.842083425076964,76.93054883262346
6.099551520643593,2520.6012279037477,0.9042744632557298,0.34942923035517465,2.8447712476316713,57.90637648773631,72.9951485710211
6.188582615242088,2472.06498234417,0.6114425053153756,0.5140858268992862,0.8948655607863275,65.01108833541642,67.96851777158261
6.2887662013451875,2302.5482675576395,0.9951278083310422,0.11009962783574469,3.963168184604661,61.462657961969335,68.46894641725922
6.396711547371406,2221.30018161904,0.9973477791772183,0.09196369029402307,4.946275449984061,61.618591367070174,67.34582171347452
6.49943335677155,2171.6270475532338,0.8946783658052313,0.14120483300769546,6.450405413649396,59.51725699895011,67.99645438858758
6.599740377389513,2133.4843568686383,0.9144927999967891,0.5853220917060942,5.580454691505267,62.036624143799486,65.88310627299235
6.698871632566973,2104.2184277149317,0.610009233703926,0.4184774113615618,6.026595520278757,64.33247233640199,63.61244549825378
6.791130413478615,2002.9581301089297,0.9420826684942777,0.0830496508265599,10.0,57.31618472396848,66.65868295671069
6.898587108992431,1992.7470998837084,0.8688623496259742,1.5101436625731006,6.649237448169753,60.97973867558236,64.99201786404879
6.99654508974943,1941.3259001176848,0.9270489561801596,0.09294006285147997,10.0,62.99069770234715,60.98931327862121
7.0842923616962,1920.6565261505204,0.8392595088567384,1.4478093083873331,9.759343389372253,57.11616564284117,65.83742215054252
7.198853577074466,1894.0422441837848,0.6077532933720803,2.442032065365066,7.954088617767083,59.034270349011834,64.96185567448396
7.298938321515297,1869.4338510240816,0.6423438088744817,2.3606907735514264,8.085909908169425,62.00230143995638,61.90875406944829
7.399220537616452,1857.3428744712112,0.9509307135841479,1.1626016085950788,10.0,67.18120771451326,55.70525996330751
7.4951175626465965,1810.9088495532271,0.9782901722826376,2.051914386240673,10.0,63.982080760401416,57.987714681075275
7.596061575662147,1789.6988413905424,0.9455052918316335,2.0582228255552906,16.212733284612504,47.85499939342299,67.92853920457759
7.684908988363887,1779.5532686102936,0.9782919338634833,5.264479630439025,9.330529209805903,50.0,69.4266992258916
7.798135350116918,1754.5271262847186,0.9774607734986466,2.0409415756793083,18.038161762389347,48.10279617095843,65.84063971747426
7.892527707131028,1746.4814031845442,0.987131977280158,2.013644258521875,19.4574441789752,46.61976792173188,65.92201166349086
7.977820576141518,1735.8238591369586,0.9577631807949587,2.0455562263249956,19.394940759580535,48.96376289744386,63.63797693585565
8.09459994754632,1699.7347110351664,0.9411166839415979,5.1099797534283615,14.138186973278234,47.853693249562404,66.9570233397894
8.196707453089838,1698.4452475053904,0.8948282998853331,4.121743746125008,18.2311361680618,44.79684576925039,66.95544601667746
8.2950557029175,1700.071895482525,0.9423241848114986,4.102163791396803,21.084722285197454,39.04180274027173,69.8289869983225
8.389334628174494,1662.6081478990216,0.9885290593324761,7.187206888853005,11.984442764896645,48.89689192670875,65.94292936020912
8.497449037505648,1655.0477512292343,0.880657678878884,8.12928672143442,11.073813885986747,48.35501484238185,66.56122687131808
8.589903327546054,1646.2420371076948,0.956358338616713,8.410974632686267,10.787912482763621,50.0,64.8447545459334
8.691119244990729,1639.59647322814,0.9900142821759741,8.163818887678298,13.867399041486449,45.13909921389142,66.83966857476787
8.794883751403338,1643.2191938523872,0.9244352904383007,7.076902984226691,19.274337997952333,38.774692530986236,68.94963119639644
8.889730070327403,1630.279392092287,0.7028312450189582,7.491892003082792,15.829429014182837,48.97896661179609,61.99688112591932
8.991001021905914,1628.141485058185,0.8306726550458569,7.185431451011892,20.124563413785985,40.889402218572116,65.96993026158415
9.098338571287398,1618.7781652850715,0.8028200915923076,7.247284176390705,17.974229057376004,50.0,58.975666674640976
9.193523605571032,1608.5394958017323,0.971742936576067,9.079379823478721,16.285123195922235,45.763329044284404,62.90042499973856
9.287780038652304,1603.9526187262647,0.9566453230720597,10.124204404081093,15.041928377802963,45.2327120161798,63.644509878864085
9.38788133024561,1598.5246388534852,0.9705184203545079,10.180509132291638,14.91649486726276,48.05354621145127,60.87893136863985
9.4471121155746,1596.8529967275338,0.8545236019569533,13.236458747626363,8.117924700439794,50.0,62.7910929499769
9.592804507149149,1590.6315042896454,0.8966318798718332,12.10458302901132,12.366576714696366,48.711141903566656,60.92106647285384
9.690713071037939,1588.1037459078725,0.9095546241166477,12.140327015186239,14.10979887013344,45.92566755734865,61.914651933215005
