Time,i-c1.S,i-c1.E,i-c1.P,i-c1.Iu,i-c1.Ic,i-c1.Ru,i-c1.Rc,i-c1.D,i-c1.cases,i-c1.Phase
442.000000,0.000000,0.000007,0.000002,0.002318,2.292510,297805.672060,298164.694617,43540.030797,319833.844992,0.000000
443.000000,0.000000,0.000005,0.000002,0.001900,2.074538,297805.672257,298164.899708,43540.043901,319833.845202,0.000000
444.000000,0.000000,0.000004,0.000001,0.001557,1.877274,297805.672419,298165.085299,43540.055757,319833.845374,0.000000
445.000000,0.000000,0.000003,0.000001,0.001276,1.698753,297805.672552,298165.253241,43540.066485,319833.845516,0.000000
446.000000,0.000000,0.000003,0.000001,0.001045,1.537198,297805.672661,298165.405212,43540.076192,319833.845631,0.000000
447.000000,0.000000,0.000002,0.000001,0.000856,1.390997,297805.672750,298165.542729,43540.084976,319833.845726,0.000000
448.000000,0.000000,0.000002,0.000001,0.000702,1.258694,297805.672823,298165.667168,43540.092923,319833.845804,0.000000
449.000000,0.000000,0.000001,0.000000,0.000575,1.138968,297805.672883,298165.779770,43540.100115,319833.845867,0.000000
450.000000,0.000000,0.000001,0.000000,0.000471,1.030625,297805.672932,298165.881661,43540.106621,319833.845920,0.000000
451.000000,0.000000,0.000001,0.000000,0.000386,0.932584,297805.672972,298165.973860,43540.112509,319833.845962,0.000000
452.000000,0.000000,0.000001,0.000000,0.000316,0.843866,297805.673005,298166.057287,43540.117836,319833.845997,0.000000
453.000000,0.000000,0.000000,0.000000,0.000259,0.763585,297805.673031,298166.132779,43540.122657,319833.846026,0.000000
454.000000,0.000000,0.000000,0.000000,0.000212,0.690939,297805.673054,298166.201088,43540.127018,319833.846049,0.000000
455.000000,0.000000,0.000000,0.000000,0.000174,0.625203,297805.673072,298166.262898,43540.130965,319833.846069,0.000000
456.000000,0.000000,0.000000,0.000000,0.000142,0.565719,297805.673086,298166.318828,43540.134536,319833.846084,0.000000
457.000000,0.000000,0.000000,0.000000,0.000117,0.511893,297805.673099,298166.369436,43540.137767,319833.846097,0.000000
458.000000,0.000000,0.000000,0.000000,0.000095,0.463188,297805.673109,298166.415229,43540.140690,319833.846108,0.000000
459.000000,0.000000,0.000000,0.000000,0.000078,0.419116,297805.673117,298166.456665,43540.143336,319833.846116,0.000000
460.000000,0.000000,0.000000,0.000000,0.000064,0.379237,297805.673123,298166.494158,43540.145729,319833.846124,0.000000
461.000000,0.000000,0.000000,0.000000,0.000052,0.343151,297805.673129,298166.528084,43540.147895,319833.846129,0.000000
462.000000,0.000000,0.000000,0.000000,0.000043,0.310499,297805.673133,298166.558781,43540.149855,319833.846134,0.000000
463.000000,0.000000,0.000000,0.000000,0.000035,0.280954,297805.673137,298166.586558,43540.151628,319833.846138,0.000000
464.000000,0.000000,0.000000,0.000000,0.000029,0.254219,297805.673140,298166.611691,43540.153232,319833.846141,0.000000
465.000000,0.000000,0.000000,0.000000,0.000024,0.230028,297805.673142,298166.634433,43540.154684,319833.846144,0.000000
466.000000,0.000000,0.000000,0.000000,0.000019,0.208139,297805.673144,298166.655011,43540.155998,319833.846146,0.000000
467.000000,0.000000,0.000000,0.000000,0.000016,0.188333,297805.673146,298166.673630,43540.157186,319833.846148,0.000000
468.000000,0.000000,0.000000,0.000000,0.000013,0.170411,297805.673147,298166.690478,43540.158262,319833.846149,0.000000
469.000000,0.000000,0.000000,0.000000,0.000011,0.154195,297805.673148,298166.705723,43540.159235,319833.846150,0.000000
470.000000,0.000000,0.000000,0.000000,0.000009,0.139521,297805.673149,298166.719516,43540.160115,319833.846151,0.000000
471.000000,0.000000,0.000000,0.000000,0.000007,0.126244,297805.673150,298166.731998,43540.160912,319833.846152,0.000000
472.000000,0.000000,0.000000,0.000000,0.000006,0.114231,297805.673151,298166.743291,43540.161633,319833.846153,0.000000
473.000000,0.000000,0.000000,0.000000,0.000005,0.103360,297805.673151,298166.753510,43540.162285,319833.846153,0.000000
474.000000,0.000000,0.000000,0.000000,0.000004,0.093524,297805.673152,298166.762756,43540.162876,319833.846154,0.000000
475.000000,0.000000,0.000000,0.000000,0.000003,0.084624,297805.673152,298166.771123,43540.163410,319833.846154,0.000000
476.000000,0.000000,0.000000,0.000000,0.000003,0.076571,297805.673152,298166.778693,43540.163893,319833.846154,0.000000
477.000000,0.000000,0.000000,0.000000,0.000002,0.069284,297805.673152,298166.785543,43540.164330,319833.846155,0.000000
478.000000,0.000000,0.000000,0.000000,0.000002,0.062691,297805.673153,298166.791741,43540.164726,319833.846155,0.000000
479.000000,0.000000,0.000000,0.000000,0.000001,0.056725,297805.673153,298166.797349,43540.165084,319833.846155,0.000000
480.000000,0.000000,0.000000,0.000000,0.000001,0.051326,297805.673153,298166.802423,43540.165408,319833.846155,0.000000
481.000000,0.000000,0.000000,0.000000,0.000001,0.046442,297805.673153,298166.807015,43540.165701,319833.846155,0.000000
482.000000,0.000000,0.000000,0.000000,0.000001,0.042022,297805.673153,298166.811169,43540.165966,319833.846155,0.000000
483.000000,0.000000,0.000000,0.000000,0.000001,0.038023,297805.673153,298166.814928,43540.166206,319833.846155,0.000000
484.000000,0.000000,0.000000,0.000000,0.000001,0.034405,297805.673153,298166.818330,43540.166423,319833.846155,0.000000
485.000000,0.000000,0.000000,0.000000,0.000000,0.031131,297805.673153,298166.821408,43540.166619,319833.846155,0.000000
486.000000,0.000000,0.000000,0.000000,0.000000,0.028168,297805.673153,298166.824192,43540.166797,319833.846155,0.000000
487.000000,0.000000,0.000000,0.000000,0.000000,0.025487,297805.673153,298166.826712,43540.166958,319833.846156,0.000000
488.000000,0.000000,0.000000,0.000000,0.000000,0.023062,297805.673153,298166.828992,43540.167104,319833.846156,0.000000
489.000000,0.000000,0.000000,0.000000,0.000000,0.020867,297805.673153,298166.831055,43540.167235,319833.846156,0.000000
490.000000,0.000000,0.000000,0.000000,0.000000,0.018881,297805.673153,298166.832922,43540.167354,319833.846156,0.000000
491.000000,0.000000,0.000000,0.000000,0.000000,0.017084,297805.673153,298166.834611,43540.167462,319833.846156,0.000000
492.000000,0.000000,0.000000,0.000000,0.000000,0.015459,297805.673153,298166.836139,43540.167560,319833.846156,0.000000
493.000000,0.000000,0.000000,0.000000,0.000000,0.013987,297805.673153,298166.837522,43540.167648,319833.846156,0.000000
494.000000,0.000000,0.000000,0.000000,0.000000,0.012656,297805.673153,298166.838774,43540.167728,319833.846156,0.000000
495.000000,0.000000,0.000000,0.000000,0.000000,0.011452,297805.673153,298166.839906,43540.167800,319833.846156,0.000000
496.000000,0.000000,0.000000,0.000000,0.000000,0.010362,297805.673153,298166.840930,43540.167866,319833.846156,0.000000
497.000000,0.000000,0.000000,0.000000,0.000000,0.009376,297805.673153,298166.841857,43540.167925,319833.846156,0.000000
498.000000,0.000000,0.000000,0.000000,0.000000,0.008484,297805.673153,298166.842696,43540.167978,319833.846156,0.000000
499.000000,0.000000,0.000000,0.000000,0.000000,0.007676,297805.673153,298166.843455,43540.168027,319833.846156,0.000000
500.000000,0.000000,0.000000,0.000000,0.000000,0.006946,297805.673153,298166.844142,43540.168071,319833.846156,0.000000
501.000000,0.000000,0.000000,0.000000,0.000000,0.006285,297805.673153,298166.844763,43540.168110,319833.846156,0.000000
502.000000,0.000000,0.000000,0.000000,0.000000,0.005687,297805.673153,298166.845325,43540.168146,319833.846156,0.000000
503.000000,0.000000,0.000000,0.000000,0.000000,0.005145,297805.673153,298166.845834,43540.168179,319833.846156,0.000000
504.000000,0.000000,0.000000,0.000000,0.000000,0.004656,297805.673153,298166.846294,43540.168208,319833.846156,0.000000
505.000000,0.000000,0.000000,0.000000,0.000000,0.004213,297805.673153,298166.846711,43540.168235,319833.846156,0.000000
506.000000,0.000000,0.000000,0.000000,0.000000,0.003812,297805.673153,298166.847088,43540.168259,319833.846156,0.000000
507.000000,0.000000,0.000000,0.000000,0.000000,0.003449,297805.673153,298166.847428,43540.168280,319833.846156,0.000000
508.000000,0.000000,0.000000,0.000000,0.000000,0.003121,297805.673153,298166.847737,43540.168300,319833.846156,0.000000
509.000000,0.000000,0.000000,0.000000,0.000000,0.002824,297805.673153,298166.848016,43540.168318,319833.846156,0.000000
510.000000,0.000000,0.000000,0.000000,0.000000,0.002555,297805.673153,298166.848269,43540.168334,319833.846156,0.000000
511.000000,0.000000,0.000000,0.000000,0.000000,0.002312,297805.673153,298166.848497,43540.168349,319833.846156,0.000000
512.000000,0.000000,0.000000,0.000000,0.000000,0.002092,297805.673153,298166.848704,43540.168362,319833.846156,0.000000
513.000000,0.000000,0.000000,0.000000,0.000000,0.001893,297805.673153,298166.848891,43540.168374,319833.846156,0.000000
514.000000,0.000000,0.000000,0.000000,0.000000,0.001713,297805.673153,298166.849061,43540.168385,319833.846156,0.000000
515.000000,0.000000,0.000000,0.000000,0.000000,0.001550,297805.673153,298166.849214,43540.168394,319833.846156,0.000000
516.000000,0.000000,0.000000,0.000000,0.000000,0.001402,297805.673153,298166.849353,43540.168403,319833.846156,0.000000
517.000000,0.000000,0.000000,0.000000,0.000000,0.001269,297805.673153,298166.849478,43540.168411,319833.846156,0.000000
518.000000,0.000000,0.000000,0.000000,0.000000,0.001148,297805.673153,298166.849591,43540.168418,319833.846156,0.000000
519.000000,0.000000,0.000000,0.000000,0.000000,0.001039,297805.673153,298166.849694,43540.168425,319833.846156,0.000000
520.000000,0.000000,0.000000,0.000000,0.000000,0.000940,297805.673153,298166.849787,43540.168431,319833.846156,0.000000
521.000000,0.000000,0.000000,0.000000,0.000000,0.000850,297805.673153,298166.849871,43540.168436,319833.846156,0.000000
522.000000,0.000000,0.000000,0.000000,0.000000,0.000770,297805.673153,298166.849947,43540.168441,319833.846156,0.000000
523.000000,0.000000,0.000000,0.000000,0.000000,0.000696,297805.673153,298166.850016,43540.168446,319833.846156,0.000000
524.000000,0.000000,0.000000,0.000000,0.000000,0.000630,297805.673153,298166.850078,43540.168449,319833.846156,0.000000
525.000000,0.000000,0.000000,0.000000,0.000000,0.000570,297805.673153,298166.850135,43540.168453,319833.846156,0.000000
526.000000,0.000000,0.000000,0.000000,0.000000,0.000516,297805.673153,298166.850186,43540.168456,319833.846156,0.000000
527.000000,0.000000,0.000000,0.000000,0.000000,0.000467,297805.673153,298166.850232,43540.168459,319833.846156,0.000000
528.000000,0.000000,0.000000,0.000000,0.000000,0.000422,297805.673153,298166.850274,43540.168462,319833.846156,0.000000
529.000000,0.000000,0.000000,0.000000,0.000000,0.000382,297805.673153,298166.850311,43540.168464,319833.846156,0.000000
530.000000,0.000000,0.000000,0.000000,0.000000,0.000346,297805.673153,298166.850346,43540.168467,319833.846156,0.000000
531.000000,0.000000,0.000000,0.000000,0.000000,0.000313,297805.673153,298166.850377,43540.168469,319833.846156,0.000000
532.000000,0.000000,0.000000,0.000000,0.000000,0.000283,297805.673153,298166.850404,43540.168470,319833.846156,0.000000
533.000000,0.000000,0.000000,0.000000,0.000000,0.000256,297805.673153,298166.850430,43540.168472,319833.846156,0.000000
534.000000,0.000000,0.000000,0.000000,0.000000,0.000232,297805.673153,298166.850453,43540.168473,319833.846156,0.000000
535.000000,0.000000,0.000000,0.000000,0.000000,0.000210,297805.673153,298166.850473,43540.168475,319833.846156,0.000000
536.000000,0.000000,0.000000,0.000000,0.000000,0.000190,297805.673153,298166.850492,43540.168476,319833.846156,0.000000
537.000000,0.000000,0.000000,0.000000,0.000000,0.000172,297805.673153,298166.850509,43540.168477,319833.846156,0.000000
538.000000,0.000000,0.000000,0.000000,0.000000,0.000155,297805.673153,298166.850525,43540.168478,319833.846156,0.000000
539.000000,0.000000,0.000000,0.000000,0.000000,0.000141,297805.673153,298166.850538,43540.168479,319833.846156,0.000000
540.000000,0.000000,0.000000,0.000000,0.000000,0.000127,297805.673153,298166.850551,43540.168480,319833.846156,0.000000
541.000000,0.000000,0.000000,0.000000,0.000000,0.000115,297805.673153,298166.850562,43540.168480,319833.846156,0.000000
542.000000,0.000000,0.000000,0.000000,0.000000,0.000104,297805.673153,298166.850573,43540.168481,319833.846156,0.000000
543.000000,0.000000,0.000000,0.000000,0.000000,0.000094,297805.673153,298166.850582,43540.168482,319833.846156,0.000000
544.000000,0.000000,0.000000,0.000000,0.000000,0.000085,297805.673153,298166.850590,43540.168482,319833.846156,0.000000
545.000000,0.000000,0.000000,0.000000,0.000000,0.000077,297805.673153,298166.850598,43540.168483,319833.846156,0.000000
546.000000,0.000000,0.000000,0.000000,0.000000,0.000070,297805.673153,298166.850605,43540.168483,319833.846156,0.000000
547.000000,0.000000,0.000000,0.000000,0.000000,0.000063,297805.673153,298166.850611,43540.168483,319833.846156,0.000000
548.000000,0.000000,0.000000,0.000000,0.000000,0.000057,297805.673153,298166.850617,43540.168484,319833.846156,0.000000
549.000000,0.000000,0.000000,0.000000,0.000000,0.000052,297805.673153,298166.850622,43540.168484,319833.846156,0.000000
550.000000,0.000000,0.000000,0.000000,0.000000,0.000047,297805.673153,298166.850627,43540.168484,319833.846156,0.000000
551.000000,0.000000,0.000000,0.000000,0.000000,0.000042,297805.673153,298166.850631,43540.168485,319833.846156,0.000000
552.000000,0.000000,0.000000,0.000000,0.000000,0.000038,297805.673153,298166.850635,43540.168485,319833.846156,0.000000
553.000000,0.000000,0.000000,0.000000,0.000000,0.000035,297805.673153,298166.850638,43540.168485,319833.846156,0.000000
554.000000,0.000000,0.000000,0.000000,0.000000,0.000031,297805.673153,298166.850641,43540.168485,319833.846156,0.000000
555.000000,0.000000,0.000000,0.000000,0.000000,0.000028,297805.673153,298166.850644,43540.168486,319833.846156,0.000000
556.000000,0.000000,0.000000,0.000000,0.000000,0.000026,297805.673153,298166.850646,43540.168486,319833.846156,0.000000
557.000000,0.000000,0.000000,0.000000,0.000000,0.000023,297805.673153,298166.850649,43540.168486,319833.846156,0.000000
558.000000,0.000000,0.000000,0.000000,0.000000,0.000021,297805.673153,298166.850651,43540.168486,319833.846156,0.000000
559.000000,0.000000,0.000000,0.000000,0.000000,0.000019,297805.673153,298166.850653,43540.168486,319833.846156,0.000000
560.000000,0.000000,0.000000,0.000000,0.000000,0.000017,297805.673153,298166.850654,43540.168486,319833.846156,0.000000
561.000000,0.000000,0.000000,0.000000,0.000000,0.000016,297805.673153,298166.850656,43540.168486,319833.846156,0.000000
562.000000,0.000000,0.000000,0.000000,0.000000,0.000014,297805.673153,298166.850657,43540.168486,319833.846156,0.000000
563.000000,0.000000,0.000000,0.000000,0.000000,0.000013,297805.673153,298166.850659,43540.168487,319833.846156,0.000000
564.000000,0.000000,0.000000,0.000000,0.000000,0.000012,297805.673153,298166.850660,43540.168487,319833.846156,0.000000
565.000000,0.000000,0.000000,0.000000,0.000000,0.000010,297805.673153,298166.850661,43540.168487,319833.846156,0.000000
566.000000,0.000000,0.000000,0.000000,0.000000,0.000009,297805.673153,298166.850662,43540.168487,319833.846156,0.000000
567.000000,0.000000,0.000000,0.000000,0.000000,0.000009,297805.673153,298166.850663,43540.168487,319833.846156,0.000000
568.000000,0.000000,0.000000,0.000000,0.000000,0.000008,297805.673153,298166.850663,43540.168487,319833.846156,0.000000
569.000000,0.000000,0.000000,0.000000,0.000000,0.000007,297805.673153,298166.850664,43540.168487,319833.846156,0.000000
570.000000,0.000000,0.000000,0.000000,0.000000,0.000006,297805.673153,298166.850665,43540.168487,319833.846156,0.000000
571.000000,0.000000,0.000000,0.000000,0.000000,0.000006,297805.673153,298166.850665,43540.168487,319833.846156,0.000000
572.000000,0.000000,0.000000,0.000000,0.000000,0.000005,297805.673153,298166.850666,43540.168487,319833.846156,0.000000
573.000000,0.000000,0.000000,0.000000,0.000000,0.000005,297805.673153,298166.850666,43540.168487,319833.846156,0.000000
574.000000,0.000000,0.000000,0.000000,0.000000,0.000004,297805.673153,298166.850667,43540.168487,319833.846156,0.000000
575.000000,0.000000,0.000000,0.000000,0.000000,0.000004,297805.673153,298166.850667,43540.168487,319833.846156,0.000000
576.000000,0.000000,0.000000,0.000000,0.000000,0.000003,297805.673153,298166.850667,43540.168487,319833.846156,0.000000
577.000000,0.000000,0.000000,0.000000,0.000000,0.000003,297805.673153,298166.850668,43540.168487,319833.846156,0.000000
578.000000,0.000000,0.000000,0.000000,0.000000,0.000003,297805.673153,298166.850668,43540.168487,319833.846156,0.000000
579.000000,0.000000,0.000000,0.000000,0.000000,0.000003,297805.673153,298166.850668,43540.168487,319833.846156,0.000000
580.000000,0.000000,0.000000,0.000000,0.000000,0.000002,297805.673153,298166.850668,43540.168487,319833.846156,0.000000
581.000000,0.000000,0.000000,0.000000,0.000000,0.000002,297805.673153,298166.850669,43540.168487,319833.846156,0.000000
582.000000,0.000000,0.000000,0.000000,0.000000,0.000002,297805.673153,298166.850669,43540.168487,319833.846156,0.000000
583.000000,0.000000,0.000000,0.000000,0.000000,0.000002,297805.673153,298166.850669,43540.168487,319833.846156,0.000000
584.000000,0.000000,0.000000,0.000000,0.000000,0.000002,297805.673153,298166.850669,43540.168487,319833.846156,0.000000
585.000000,0.000000,0.000000,0.000000,0.000000,0.000001,297805.673153,298166.850669,43540.168487,319833.846156,0.000000
586.000000,0.000000,0.000000,0.000000,0.000000,0.000001,297805.673153,298166.850669,43540.168487,319833.846156,0.000000
587.000000,0.000000,0.000000,0.000000,0.000000,0.000001,297805.673153,298166.850669,43540.168487,319833.846156,0.000000
588.000000,0.000000,0.000000,0.000000,0.000000,0.000001,297805.673153,298166.850670,43540.168487,319833.846156,0.000000
589.000000,0.000000,0.000000,0.000000,0.000000,0.000001,297805.673153,298166.850670,43540.168487,319833.846156,0.000000
590.000000,0.000000,0.000000,0.000000,0.000000,0.000001,297805.673153,298166.850670,43540.168487,319833.846156,0.000000
591.000000,0.000000,0.000000,0.000000,0.000000,0.000001,297805.673153,298166.850670,43540.168487,319833.846156,0.000000
592.000000,0.000000,0.000000,0.000000,0.000000,0.000001,297805.673153,298166.850670,43540.168487,319833.846156,0.000000
593.000000,0.000000,0.000000,0.000000,0.000000,0.000001,297805.673153,298166.850670,43540.168487,319833.846156,0.000000
594.000000,0.000000,0.000000,0.000000,0.000000,0.000001,297805.673153,298166.850670,43540.168487,319833.846156,0.000000
595.000000,0.000000,0.000000,0.000000,0.000000,0.000001,297805.673153,298166.850670,43540.168487,319833.846156,0.000000
596.000000,0.000000,0.000000,0.000000,0.000000,0.000000,297805.673153,298166.850670,43540.168487,319833.846156,0.000000
597.000000,0.000000,0.000000,0.000000,0.000000,0.000000,297805.673153,298166.850670,43540.168487,319833.846156,0.000000
598.000000,0.000000,0.000000,0.000000,0.000000,0.000000,297805.673153,298166.850670,43540.168487,319833.846156,0.000000
599.000000,0.000000,0.000000,0.000000,0.000000,0.000000,297805.673153,298166.850670,43540.168487,319833.846156,0.000000
600.000000,0.000000,0.000000,0.000000,0.000000,0.000000,297805.673153,298166.850670,43540.168487,319833.846156,0.000000
