Time,nz-c3.S,nz-c3.E,nz-c3.P,nz-c3.Iu,nz-c3.Ic,nz-c3.Ru,nz-c3.Rc,nz-c3.D,nz-c3.cases,nz-c3.Level
16.000000,4815955.818237,1713.228962,397.231093,1440.594122,786.088224,1330.128155,590.510813,19.400394,1382.563793,0.000000
17.000000,4815370.862473,1852.689635,429.558815,1554.429802,853.801405,1478.297341,671.643951,21.716579,1532.229638,0.000000
18.000000,4814738.302515,2003.491269,464.522178,1678.149503,926.376390,1638.219595,759.716969,24.221581,1693.767268,0.000000
19.000000,4814054.284216,2166.541021,502.329824,1812.446660,1004.324087,1810.907148,855.236302,26.930742,1868.199139,0.000000
20.000000,4813314.641870,2342.821481,543.208754,1958.086667,1088.176222,1997.444408,958.759947,29.860650,2056.620614,0.000000
21.000000,4812514.874313,2533.395174,587.405041,2115.910777,1178.490393,2198.995274,1070.899786,33.029243,2260.207348,0.000000
22.000000,4811650.118902,2739.409934,635.184892,2286.840114,1275.855017,2416.810848,1192.324381,36.455911,2480.223079,0.000000
23.000000,4810715.123367,2962.104989,686.835954,2471.880038,1380.894214,2652.237548,1323.762277,40.161614,2718.027826,0.000000
24.000000,4809704.215450,3202.817642,742.668810,2672.124993,1494.272644,2906.725687,1466.005768,44.169005,2975.086552,0.000000
25.000000,4808611.270226,3462.990545,803.018643,2888.763916,1616.700396,3181.838552,1619.915160,48.502563,3252.978335,0.000000
26.000000,4807429.674971,3744.179517,868.247043,3123.086239,1748.937930,3479.262054,1786.423503,53.188743,3553.406115,0.000000
27.000000,4806152.291450,4048.061937,938.743966,3376.488510,1891.801175,3800.814997,1966.541835,58.256130,3878.207068,0.000000
28.000000,4804771.415455,4376.445706,1014.929828,3650.481661,2046.166778,4148.460038,2161.364928,63.735606,4229.363675,0.000000
29.000000,4803278.733439,4731.278802,1097.257748,3946.698913,2212.977597,4524.315393,2372.077572,69.660535,4609.015548,0.000000
30.000000,4801665.276081,5114.659440,1186.215941,4266.904363,2393.248444,4930.667367,2599.961407,76.066957,5019.472088,0.000000
31.000000,4799921.368604,5528.846859,1282.330254,4613.002241,2588.072134,5369.983760,2846.402348,82.993799,5463.226020,0.000000
32.000000,4798036.577680,5976.272751,1386.166874,4987.046876,2798.625874,5844.928230,3112.898615,90.483099,5942.967909,0.000000
33.000000,4795999.654743,6459.553338,1498.335176,5391.253368,3026.178027,6358.375671,3401.069424,98.580253,6461.601688,0.000000
34.000000,4793798.475539,6981.502111,1619.490753,5828.008993,3272.095282,6913.428689,3712.664360,107.334273,7022.261302,0.000000
35.000000,4791419.975760,7545.143225,1750.338596,6299.885363,3537.850263,7513.435242,4049.573482,116.798068,7628.328528,0.000000
36.000000,4788850.082580,8153.725548,1891.636444,6809.651337,3825.029610,8162.007525,4413.838211,127.028745,8283.452045,0.000000
37.000000,4786073.641976,8810.737349,2044.198294,7360.286704,4135.342552,8863.042160,4807.663033,138.087931,8991.567838,0.000000
38.000000,4783074.341692,9519.921583,2208.898071,7954.996645,4470.630011,9620.741795,5233.428083,150.042120,9756.921005,0.000000
39.000000,4779834.629747,10285.291740,2386.673445,8597.226969,4832.874246,10439.638158,5693.702655,162.963039,10584.089049,0.000000
40.000000,4776335.628421,11111.148203,2578.529787,9290.680112,5224.209069,11324.616672,6191.259693,176.928044,11478.006739,0.000000
41.000000,4772557.043674,12002.095005,2785.544249,10039.331875,5646.930651,12280.942672,6729.091327,192.020545,12443.992598,0.000000
42.000000,4768477.070033,12963.056919,3008.869942,10847.448889,6103.508923,13314.289337,7310.425504,208.330453,13487.777108,0.000000
43.000000,4764072.290997,13999.296701,3249.740194,11719.606721,6596.599585,14430.767366,7938.743777,225.954658,14615.532693,0.000000
44.000000,4759317.575129,15116.432353,3509.472843,12660.708594,7129.056733,15636.956485,8617.800319,244.997543,15833.905540,0.000000
45.000000,4754185.968054,16320.454175,3789.474529,13676.004595,7703.946080,16939.938830,9351.642212,265.571526,17150.049324,0.000000
46.000000,4748648.580708,17617.741358,4091.244927,14771.111274,8324.558773,18347.334258,10144.631073,287.797630,18571.660867,0.000000
47.000000,4742674.474287,19015.077813,4416.380864,15952.031480,8994.425775,19867.186974,11001.381160,312.041647,20107.017778,0.000000
48.000000,4736230.542514,20519.666867,4766.580234,17225.174239,9717.332763,21507.372662,11926.427203,339.903519,21765.018073,0.000000
49.000000,4729281.391970,22139.144394,5143.645621,18597.374453,10497.335496,23277.114701,12925.081752,371.911612,23555.221781,0.000000
50.000000,4721789.221482,23881.589865,5549.487530,20075.912132,11338.775581,25186.473135,14003.150556,408.389719,25487.894496,0.000000
51.000000,4713713.701733,25755.534730,5986.127073,21668.530829,12246.296522,27246.243975,15166.879505,449.685633,27574.052818,0.000000
52.000000,4705011.856543,27769.967434,6455.697994,23383.454870,13224.859952,29468.005477,16422.985015,496.172715,29825.511579,0.000000
53.000000,4695637.947570,29934.334271,6960.447826,25229.404901,14279.761875,31864.166036,17778.685999,548.251522,32254.932716,0.000000
54.000000,4685543.364470,32258.535165,7502.738004,27215.611192,15416.648745,34448.013498,19241.737427,606.351500,34875.875585,0.000000
55.000000,4674676.522971,34752.913347,8085.042688,29351.824055,16641.533139,37233.765631,20820.465442,670.932727,37702.848470,0.000000
56.000000,4662982.773670,37428.237757,8709.946048,31648.320597,17960.808767,40236.621457,22523.803988,742.487714,40751.360963,0.000000
57.000000,4650404.324869,40295.676863,9380.137715,34115.906959,19381.264482,43472.813027,24361.332852,821.543233,44037.976797,0.000000
58.000000,4636880.183192,43366.762452,10098.406062,36765.915038,20910.096907,46959.657146,26343.317026,908.662178,47580.366628,0.000000
59.000000,4622346.116304,46653.341800,10867.628968,39610.192556,22554.921249,50715.606476,28480.747215,1004.445434,51397.360187,0.000000
60.000000,4606734.642565,50167.516485,11690.761654,42661.085232,24323.779752,54760.299277,30785.381297,1109.533737,55508.997032,0.000000
61.000000,4589975.053061,53921.565990,12570.821167,45931.409615,26225.147222,59114.606964,33269.786471,1224.609510,59936.575084,0.000000
62.000000,4571993.472030,57927.854101,13510.867043,49434.415026,28267.932921,63800.678475,35947.381776,1350.398629,64702.695900,0.000000
63.000000,4552712.962292,62198.716075,14513.977655,53183.732903,30461.478064,68841.980312,38832.480589,1487.672111,69831.305538,0.000000
64.000000,4532053.682869,66746.324441,15583.221751,57193.311662,32815.548053,74263.330923,41940.332626,1637.247676,75347.729639,0.000000
65.000000,4509933.106475,71582.531366,16721.624643,61477.335119,35340.318471,80090.927914,45287.164882,1799.991130,81278.701198,0.000000
66.000000,4486266.305021,76718.685560,17932.128542,66050.122345,38046.353762,86352.366369,48890.220856,1976.817547,87652.379267,0.000000
67.000000,4468108.781301,75296.033628,18971.064917,70899.825594,40944.369406,93076.441051,52767.796149,2168.687954,94498.147280,4.000000
68.000000,4464699.515519,61659.125394,17578.104049,74738.626446,43998.231730,100245.779065,56938.000407,2375.617388,101798.314296,4.000000
69.000000,4461138.686958,51171.666724,15210.948837,76033.026804,47007.196437,107670.071623,61407.543681,2593.858936,109358.835339,4.000000
70.000000,4457506.339333,43066.150394,12910.368401,74939.391307,49733.160464,115099.427937,66160.180911,2817.981253,116924.875283,4.000000
71.000000,4453871.983415,36754.412005,10954.630416,72112.598290,52006.351219,122330.644227,71159.290484,3043.089944,124289.187937,4.000000
72.000000,4450288.761498,31792.901630,9366.829048,68200.089959,53737.077340,129226.400581,76355.563683,3265.376262,131311.708932,4.000000
73.000000,4446794.647538,27849.567802,8095.983830,63710.676324,54899.447906,135706.434565,81694.159052,3482.082983,137910.562253,4.000000
74.000000,4443415.375819,24676.590801,7078.914267,59006.557095,55511.230549,141733.046940,87119.968448,3691.316080,144047.281009,4.000000
75.000000,4440167.357980,22089.174249,6259.246130,54329.531628,55616.905934,147297.900893,92581.038053,3891.845133,149713.345007,4.000000
76.000000,4437060.112821,19949.462912,5591.532984,49831.524432,55275.159866,152411.729412,98030.543983,4082.933591,154919.683426,4.000000
77.000000,4434098.158418,18154.493267,5040.613728,45600.656812,54550.285207,157096.848440,103427.738827,4264.205302,159689.038888,4.000000
78.000000,4431282.441112,16627.217757,4579.765330,41681.300311,53506.592031,161381.931224,108738.209116,4435.543120,164050.637745,4.000000
79.000000,4428611.398020,15309.837254,4188.825577,38088.761656,52204.990320,165298.477225,113933.696753,4597.013195,168036.588746,4.000000
80.000000,4426081.739941,14158.854500,3852.613603,34819.733683,50701.081675,168878.504046,118991.663569,4748.808983,171679.529137,4.000000
81.000000,4423689.024587,13141.406258,3559.689645,31859.580302,49044.266493,172153.101001,123894.721609,4891.210105,175011.149604,4.000000
82.000000,4421428.073982,12232.543924,3301.410058,29187.319187,47277.512148,175151.578023,128630.010413,5024.552265,178061.326424,4.000000
83.000000,4419293.276554,11413.217111,3071.217304,26778.959039,45437.533437,177901.017937,133188.573235,5149.205382,180857.664996,4.000000
84.000000,4417278.804205,10668.778077,2864.110036,24609.676287,43555.214097,180426.095764,137564.763737,5265.557797,183425.315697,4.000000
85.000000,4415378.766798,9987.872032,2676.248794,22655.183263,41656.153929,182749.069447,141755.700781,5374.004955,185786.964556,4.000000
86.000000,4413587.320705,9361.613326,2504.662990,20892.540568,39761.265523,184889.875811,145760.779688,5474.941389,187962.931206,4.000000
87.000000,4411898.743696,8782.973476,2347.033232,19300.593507,37887.372135,186866.286561,149581.242264,5568.755130,189971.328045,4.000000
88.000000,4410307.485240,8246.326187,2201.529587,17860.159526,36047.777339,188694.094042,153219.804186,5655.823894,191828.249730,4.000000
89.000000,4408808.198923,7747.108749,2066.691333,16554.055410,34252.789975,190387.306963,156680.336083,5736.512563,193547.972792,4.000000
90.000000,4407395.761916,7281.569721,1941.337488,15367.025648,32510.196551,191958.343544,159967.593507,5811.171625,195143.152614,4.000000
91.000000,4406065.285122,6846.580622,1824.500150,14285.613866,30825.678851,193418.214594,163086.990516,5880.136279,196625.010120,4.000000
92.000000,4404812.116681,6439.495122,1715.374775,13298.005460,29203.177989,194776.692399,166044.411523,5943.726051,198003.503981,4.000000
93.000000,4403631.840791,6058.043488,1613.283005,12393.859833,27645.208231,196042.463563,168846.056345,6002.244744,199287.486442,4.000000
94.000000,4402520.273294,5700.253232,1517.644831,11564.143929,26153.124968,197223.265386,171498.313714,6055.980646,200484.842357,4.000000
95.000000,4401473.455064,5364.389233,1427.957670,10800.974108,24727.351712,198326.006298,174007.659019,6105.206895,201602.611962,4.000000
96.000000,4400487.643977,5048.908355,1343.780602,10097.470242,23367.571008,199356.871365,176380.572484,6150.181967,202647.098412,4.000000
97.000000,4399559.306001,4752.424868,1264.722427,9447.623853,22072.883965,200321.414160,178623.474497,6191.150229,203623.961426,4.000000
98.000000,4398685.105832,4473.683922,1190.432581,8846.180728,20841.942753,201224.636425,180742.675225,6228.342535,204538.298469,4.000000
99.000000,4396286.390519,5732.637346,1170.212489,8293.262270,19673.093603,202071.090212,182744.336034,6261.977527,205394.748688,0.000000
100.000000,4390123.484369,9912.734835,1737.829342,8081.370677,18574.914502,202875.526137,184634.657362,6292.482777,206208.290389,0.000000
101.000000,4384151.919848,13002.227521,2501.127200,8548.430413,17593.510708,203692.394444,186422.244728,6321.145137,207034.147509,0.000000
102.000000,4378191.813342,15401.185442,3202.315571,9601.660855,16779.731722,204585.964831,188120.772925,6349.555312,207937.512395,0.000000
103.000000,4372095.321188,17392.489503,3798.921090,11050.293103,16164.201886,205604.577095,189748.131219,6379.064916,208967.487558,0.000000
104.000000,4365751.086934,19164.249992,4310.956063,12735.249729,15757.578032,206778.805706,191324.366509,6410.707036,210155.228641,0.000000
105.000000,4359076.179145,20837.986621,4769.054653,14551.409070,15556.978143,208126.166907,192869.968162,6445.257298,211518.685256,0.000000
106.000000,4352006.936447,22491.438258,5199.417088,16438.872831,15552.084412,209656.147057,194404.789436,6483.314470,213067.667688,0.000000
107.000000,4344491.732063,24174.608654,5621.248882,18369.066634,15729.479901,211373.992564,195947.504574,6525.366728,214807.671884,0.000000
108.000000,4336485.924301,25920.333581,6047.830483,20333.107437,16075.334983,213283.203430,197515.426949,6571.838835,216742.402099,0.000000
109.000000,4327948.534430,27750.991817,6488.207002,22333.656101,16576.900432,215387.045470,199124.541092,6623.123655,218875.305325,0.000000
110.000000,4318840.129035,29682.674472,6948.622386,24379.686633,17223.230759,217689.406958,200789.647171,6679.602585,221210.443737,0.000000
111.000000,4309121.494244,31727.737599,7433.547576,26483.313196,18005.446865,220195.246978,202524.554880,6741.658662,223752.953692,0.000000
112.000000,4298752.815194,33896.347277,7946.363238,28657.955518,18916.741267,222910.802217,204342.290287,6809.685001,226509.259386,0.000000
113.000000,4287693.173726,36197.403997,8489.794102,30917.332459,19952.251544,225843.657695,206255.296142,6884.090335,229487.147858,0.000000
114.000000,4275900.246678,38639.086704,9066.177444,33274.948794,21108.875961,229002.745412,208275.616267,6965.302739,232695.770190,0.000000
115.000000,4263330.132723,41229.163768,9677.624912,35743.864856,22385.072771,232398.308244,210415.060455,7053.772270,236145.606870,0.000000
116.000000,4249937.264588,43975.160191,10326.117106,38336.620806,23780.664929,236041.850019,212685.349463,7149.972899,239848.418655,0.000000
117.000000,4235674.381541,46884.434842,11013.555977,41065.239146,25296.660430,239946.082832,215098.241219,7254.404012,243817.194247,0.000000
118.000000,4220492.548150,49964.199848,11741.790678,43941.260948,26935.091876,244124.876821,217665.640057,7367.591621,248066.100188,0.000000
119.000000,4204341.212157,53221.501152,12512.626383,46975.790426,28698.875301,248593.214296,220399.690943,7490.089343,252610.434941,0.000000
120.000000,4187168.298526,56663.171404,13327.821796,50179.533801,30591.686489,253367.148239,223312.860535,7622.479211,257466.587237,0.000000
121.000000,4168920.339293,60295.761578,14189.078783,53562.824983,32617.852155,258463.764160,226418.006732,7765.372315,262651.997681,0.000000
122.000000,4149542.640392,64125.454960,15098.026089,57135.634327,34782.253137,263901.143784,229728.438038,7919.409273,268185.122116,0.000000
123.000000,4128979.487629,68157.965479,16056.198298,60907.558740,37090.236731,269698.328781,233257.963829,8085.260514,274085.394927,0.000000
124.000000,4107174.394440,72398.421509,17065.010680,64887.792561,39547.535510,275875.282660,237020.936283,8263.626357,280373.190405,0.000000
125.000000,4100704.723811,61797.350349,16904.819314,68740.419099,42152.877770,282445.555146,241032.168868,8455.085644,287062.343714,4.000000
126.000000,4097639.686965,50840.629638,14940.554631,70738.895769,44798.667456,289314.252440,245302.392339,8657.920762,294056.116499,4.000000
127.000000,4094495.800575,42376.321422,12724.328729,70412.230247,47268.629216,296262.822490,249825.324074,8867.543247,301131.659514,4.000000
128.000000,4091336.318981,35797.257221,10751.545752,68233.192026,49378.002940,303083.250877,254574.269090,9079.163113,308076.843010,4.000000
129.000000,4088211.869931,30641.834981,9122.185771,64820.923285,51014.970629,309624.466418,259507.895226,9288.853759,314737.593016,4.000000
130.000000,4085159.523338,26562.543220,7810.915595,60702.940422,52133.670926,315792.475301,264577.233617,9493.697581,321018.038713,4.000000
131.000000,4082204.847865,23298.878896,6761.798547,56269.981187,52736.215192,321538.329200,269731.294096,9691.655017,326868.246753,4.000000
132.000000,4079364.449704,20655.853972,5919.352933,51790.287572,52855.578237,326845.187032,274920.911549,9881.379003,332271.027910,4.000000
133.000000,4076648.225808,18487.515931,5237.047187,47437.131726,52542.312393,331717.629346,280101.092819,10062.044790,337231.039674,4.000000
134.000000,4074061.166878,16684.512848,4678.203013,43314.863347,51855.130440,336173.657938,285232.253615,10233.211921,341766.626957,4.000000
135.000000,4071604.738173,15164.781717,4214.659842,39479.783046,50854.622536,340239.005455,290280.691487,10394.717745,345904.018611,4.000000
136.000000,4069277.914693,13866.601083,3825.037811,35955.760056,49599.298220,343943.228728,295218.562195,10546.597214,349673.343178,4.000000
137.000000,4067077.948230,12743.416544,3493.170474,32745.503576,48143.273034,347317.111949,300023.552980,10689.023214,353105.980588,4.000000
138.000000,4065000.931401,11759.989543,3206.837201,29838.508228,46535.079558,350391.004184,304678.387353,10822.262532,356232.866814,4.000000
139.000000,4063042.209853,10889.531685,2956.782647,27216.547575,44817.223087,353193.809479,309170.252120,10946.643554,359083.464120,4.000000
140.000000,4061196.681596,10111.572255,2735.973421,24857.398035,43026.212182,355752.424120,313490.205689,11062.532701,361685.187346,4.000000
141.000000,4059459.012785,9410.370973,2539.039863,22737.304213,41192.876435,358091.473835,317632.604529,11170.317366,364063.136083,4.000000
142.000000,4057823.791797,8773.736137,2361.858704,20832.560209,39342.843364,360233.246866,321594.569276,11270.393647,366240.026577,4.000000
143.000000,4056285.637851,8192.144185,2201.241641,19120.477831,37497.088979,362197.750233,325375.501638,11363.157641,368236.249246,4.000000
144.000000,4054839.276246,7658.083395,2054.703116,17579.935793,35672.506551,364002.839109,328976.656442,11448.999349,370070.000726,4.000000
145.000000,4053479.589118,7165.564274,1920.287133,16191.647803,33882.459021,365664.385379,332400.768768,11528.298504,371757.455836,4.000000
146.000000,4052201.648365,6709.753959,1796.438069,14938.246618,32137.294821,367196.462829,335651.733524,11601.421814,373312.956494,4.000000
147.000000,4051000.735603,6286.702882,1681.904197,13804.251806,30444.816538,368611.534462,338734.333281,11668.721231,374749.202756,4.000000
148.000000,4049872.352775,5893.140117,1575.665590,12775.967845,28810.698240,369920.632935,341654.009538,11730.532960,376077.436836,4.000000
149.000000,4048812.226085,5526.319878,1476.880151,11841.344228,27238.851350,371133.528964,344416.672327,11787.177017,377307.614829,4.000000
150.000000,4047816.305204,5183.906111,1384.843152,10989.818633,25731.741436,372258.885046,347028.543257,11838.957160,378448.563450,4.000000
151.000000,4046880.759208,4863.885505,1298.956833,10212.156775,24290.659680,373304.393566,349496.027341,11886.161091,379508.120839,4.000000
152.000000,4046001.970287,4564.501687,1218.707499,9500.297411,22915.953471,374276.899408,351825.609393,11929.060844,380493.261558,4.000000
153.000000,4045176.526014,4284.205246,1143.648210,8847.207419,21607.220763,375182.507833,354023.771216,11967.913298,381410.206555,4.000000
154.000000,4044401.210719,4021.615591,1073.385653,8246.749515,20363.472742,376026.678756,356096.926258,12002.960767,382264.519261,4.000000
155.000000,4040206.488097,6956.038344,1236.580960,7748.512836,19184.255680,376815.295726,358051.376424,12034.451933,383062.189881,0.000000
156.000000,4034730.369090,10259.063088,1871.259418,7747.982708,18090.830258,377576.395707,359894.000370,12063.099360,383831.662848,0.000000
157.000000,4029388.601632,12715.367349,2544.184306,8359.075514,17131.690344,378368.609812,361635.159974,12090.311068,384632.385599,0.000000
158.000000,4024038.279186,14638.197360,3127.502357,9430.537369,16345.688874,379245.551857,363289.757648,12117.485348,385518.741863,0.000000
159.000000,4018568.345421,16243.244364,3614.484133,10790.086805,15751.602224,380243.814803,364875.688058,12145.734192,386527.919638,0.000000
160.000000,4012897.110401,17672.624118,4029.660726,12308.867596,15351.953134,381384.910313,366411.988581,12175.885132,387681.868579,0.000000
161.000000,4006964.539481,19017.996003,4399.614581,13905.655519,15139.125668,382680.029665,367917.488256,12208.550826,388992.097208,0.000000
162.000000,4000725.077991,20338.045065,4745.390721,15535.648950,15100.361554,384134.255670,369410.021082,12244.198965,390463.918636,0.000000
163.000000,3994142.286117,21670.489927,5081.952178,17178.331466,15221.113558,385749.553531,370906.067236,12283.205986,392099.470156,0.000000
164.000000,3987185.169244,23039.940836,5419.478202,18828.116077,15487.049403,387526.682578,372420.669284,12325.894376,393899.647820,0.000000
165.000000,3979825.778698,24462.903258,5764.806517,20487.992655,15885.123557,389466.332284,373967.505674,12372.557357,395865.259436,0.000000
166.000000,3972037.682374,25950.911299,6122.572106,22165.504065,16404.061160,391569.750906,375559.043260,12423.474831,397997.665078,0.000000
167.000000,3963795.004915,27512.468527,6496.004598,23870.320801,17034.495452,393839.061081,377206.721060,12478.923565,400299.100579,0.000000
168.000000,3955071.832167,29154.240127,6887.454920,25612.845047,17768.914834,396277.391163,378921.138031,12539.183709,402772.813869,0.000000
169.000000,3945841.846124,30881.779302,7298.731723,27403.450601,18601.515367,398888.903346,380712.230549,12604.542989,405423.096125,0.000000
170.000000,3936078.105569,32699.965271,7731.311630,29252.102426,19528.014905,401678.767721,382589.433023,12675.299455,408255.257552,0.000000
171.000000,3925752.919698,34613.262842,8186.468281,31168.195006,20545.460285,404653.111105,384561.819454,12751.763329,411275.577087,0.000000
172.000000,3914837.782393,36625.871347,8665.349972,33160.511129,21652.043887,407818.956851,386638.226144,12834.258277,414491.242579,0.000000
173.000000,3903303.347663,38741.804475,9169.024979,35237.242281,22846.937064,411184.164308,388827.356909,12923.122322,417910.290301,0.000000
174.000000,3891119.434709,40964.926384,9698.506573,37406.036208,24130.142885,414757.372066,391137.872658,13018.708516,421541.548062,0.000000
175.000000,3878255.056029,43298.959533,10254.765178,39674.052088,25502.367892,418547.946577,393578.467266,13121.385437,425394.583586,0.000000
176.000000,3864678.465003,45747.473575,10838.732242,42048.012570,26964.911225,422565.936248,396157.931578,13231.537559,429479.658305,0.000000
177.000000,3850357.221299,48313.860969,11451.298633,44534.247174,28519.568863,426822.030388,398885.207161,13349.565512,433807.685962,0.000000
178.000000,3835258.273556,51001.302697,12093.309245,47138.724488,30168.550577,431327.521976,401769.431221,13475.886240,438390.195007,0.000000
179.000000,3819348.059521,53812.726107,12765.554859,49867.072302,31914.407272,436094.273082,404819.973807,13610.933050,443239.293606,0.000000
180.000000,3802592.624225,56750.756112,13468.761857,52724.585673,33759.966574,441134.681734,408046.468264,13755.155562,448367.636067,0.000000
181.000000,3784957.756979,59817.660514,14203.580181,55716.223359,35708.274748,446461.649048,411458.835636,13909.019536,453788.389484,0.000000
182.000000,3766409.148091,63015.289958,14970.569763,58846.593259,37762.543265,452088.545514,415067.303585,14073.006564,459515.199464,0.000000
183.000000,3746912.566169,66345.012933,15770.185585,62119.927540,39926.098568,458029.175364,418882.420206,14247.613635,465562.153887,0.000000
184.000000,3743694.106746,54453.717409,15191.848828,65068.981701,42190.500713,464285.898111,422914.840148,14433.106343,471931.672658,4.000000
185.000000,3741005.733876,44787.526487,13273.163039,66181.321827,44438.661706,470749.216405,427170.015348,14627.361312,478512.127386,4.000000
186.000000,3738272.882497,37298.071190,11247.498185,65254.850221,46477.687611,477218.891163,431637.049474,14826.069657,485099.348953,4.000000
187.000000,3735546.179497,31459.181927,9476.399400,62767.813100,48154.545251,483516.322895,436287.550863,15025.007068,491511.213038,4.000000
188.000000,3732865.266445,26870.850986,8021.607809,59274.679545,49382.402994,489516.075714,441081.323211,15220.793296,497619.797607,4.000000
189.000000,3730258.693820,23231.350676,6851.963129,55233.212023,50131.348919,495142.934411,445972.538943,15410.958080,503348.390176,4.000000
190.000000,3727745.780767,20313.831937,5915.464138,50977.271485,50411.855281,500360.465174,450914.525839,15593.805379,508659.825837,4.000000
191.000000,3725338.711956,17947.906557,5162.528658,46733.332056,50259.788663,505159.515257,455862.972759,15768.244093,513544.760386,4.000000
192.000000,3723044.356650,16005.553759,4552.043389,42645.679152,49724.985064,509548.910259,460777.834636,15933.637091,518012.183525,4.000000
193.000000,3720865.712890,14390.476374,4051.688783,38799.357309,48863.242225,513548.554366,465624.288154,16089.679900,522082.382322,4.000000
194.000000,3718803.010567,13030.112428,3636.629392,35238.317761,47731.030855,517184.550812,470373.040754,16236.307431,525781.964926,4.000000
195.000000,3716854.537883,11869.657518,3287.961716,31978.920622,46382.206138,520485.868465,475000.223883,16373.623774,529140.461130,4.000000
196.000000,3715017.253769,10867.597913,2991.343047,29019.652710,44866.126791,523482.139257,479487.036547,16501.849967,532188.076281,4.000000
197.000000,3713287.238241,9992.374390,2735.889378,26347.965837,43226.732070,526202.260488,483819.254143,16621.285453,534954.266077,4.000000
198.000000,3711660.021379,9219.890881,2513.323629,23944.996574,41502.249670,528673.558381,487986.679676,16732.279808,537466.883768,4.000000
199.000000,3710130.821917,8531.653736,2317.328988,21788.757876,39725.302689,530921.335410,491982.587237,16835.212147,539751.718741,4.000000
200.000000,3708694.718795,7913.381593,2143.062025,19856.243891,37923.254641,532968.674297,495803.188526,16930.476232,541832.296848,4.000000
201.000000,3707346.773111,7353.966380,1986.787524,18124.771389,36118.682879,534836.408805,499447.140086,17018.469825,543729.850797,4.000000
202.000000,3706082.113490,6844.696349,1845.605052,16572.791892,34329.907482,536543.198547,502915.100023,17099.587166,545463.396609,4.000000
203.000000,3704895.994533,6378.674640,1717.244305,15180.342415,32571.528511,538105.664625,506209.337207,17174.213763,547049.872053,4.000000
204.000000,3703783.835560,5950.383825,1599.911915,13929.254199,30854.942551,539538.556832,509333.392228,17242.722890,548504.307250,4.000000
205.000000,3702741.244957,5555.359412,1492.176719,12803.203576,29188.821768,540854.933033,512291.787212,17305.473322,549840.007668,4.000000
206.000000,3701764.034096,5189.944763,1392.883744,11787.663684,27579.547051,542066.338330,515089.780347,17362.807984,551068.736856,4.000000
207.000000,3700848.223759,4851.106806,1301.089657,10869.797494,26031.592232,543182.976347,517733.160452,17415.053252,552200.891141,4.000000
208.000000,3699990.045222,4536.297211,1216.014254,10038.319561,24547.859873,544213.868341,520228.076811,17462.518729,553245.661876,4.000000
209.000000,3699185.937598,4243.347558,1137.003918,9283.344735,23129.971197,545166.998012,522580.899631,17505.497351,554211.183095,4.000000
210.000000,3698432.542619,3970.389954,1063.504058,8596.235578,21778.513894,546049.441348,524798.106820,17544.265729,555104.663896,4.000000
211.000000,3697726.697707,3715.796701,995.038240,7969.455726,20493.252068,546867.481756,526886.193160,17579.084642,555932.505813,4.000000
212.000000,3694358.296007,5991.122517,1091.305448,7429.433972,19273.811458,547627.219315,528851.601220,17610.210063,556700.921028,0.000000
213.000000,3689413.442401,9037.235306,1641.055207,7313.768999,18136.421705,548351.656270,530701.169134,17638.250979,557433.249044,0.000000
214.000000,3684629.071518,11269.907524,2245.608279,7761.989284,17124.030789,549093.293182,532444.622120,17664.477303,558182.711698,0.000000
