Time,covidsim_system.S,covidsim_system.E1,covidsim_system.E2,covidsim_system.P1,covidsim_system.P2,covidsim_system.I1,covidsim_system.I2,covidsim_system.L1,covidsim_system.L2,covidsim_system.R,covidsim_system.D,covidsim_system.prob,covidsim_system.cases,covidsim_system.C_dot
196.600000,9425.114336,497.805113,681.144188,182.651723,196.007111,7608.536693,24378.453378,60838.000236,122913.816357,4586274.492809,9236.978056,0.473363,4811024.077530,196.007111
196.700000,9415.947921,494.562921,676.575655,181.419227,194.676016,7552.245721,24211.253860,60474.289773,122294.210216,4587498.375674,9239.443016,0.473363,4811043.618260,194.676016
196.800000,9406.840062,491.342977,672.040159,180.195735,193.354744,7496.383061,24045.160375,60112.540570,121677.160357,4588716.086417,9241.895544,0.473363,4811063.026324,193.354744
196.900000,9397.790374,488.145112,667.537431,178.981171,192.043213,7440.945425,23880.166161,59752.744081,121062.660817,4589927.650523,9244.335692,0.473363,4811082.302699,192.043213
197.000000,9388.798476,484.969157,663.067205,177.775463,190.741343,7385.929546,23716.264492,59394.891782,120450.705608,4591133.093416,9246.763512,0.473363,4811101.448357,190.741343
197.100000,9379.863987,481.814946,658.629218,176.578537,189.449053,7331.332185,23553.448675,59038.975163,119841.288720,4592332.440461,9249.179055,0.473363,4811120.464259,189.449053
197.200000,9370.986531,478.682315,654.223208,175.390322,188.166263,7277.150126,23391.712052,58684.985734,119234.404113,4593525.716965,9251.582372,0.473363,4811139.351361,188.166263
197.300000,9362.165735,475.571098,649.848917,174.210746,186.892896,7223.380175,23231.047999,58332.915025,118630.045726,4594712.948171,9253.973513,0.473363,4811158.110608,186.892896
197.400000,9353.401227,472.481135,645.506087,173.039738,185.628873,7170.019166,23071.449928,57982.754581,118028.207473,4595894.159263,9256.352529,0.473363,4811176.742940,185.628873
197.500000,9344.692638,469.412263,641.194465,171.877229,184.374117,7117.063954,22912.911284,57634.495969,117428.883245,4597069.375365,9258.719471,0.473363,4811195.249287,184.374117
197.600000,9336.039603,466.364324,636.913799,170.723150,183.128551,7064.511417,22755.425545,57288.130772,116832.066910,4598238.621540,9261.074389,0.473363,4811213.630573,183.128551
197.700000,9327.441758,463.337159,632.663839,169.577431,181.892100,7012.358460,22598.986225,56943.650595,116237.752314,4599401.922787,9263.417334,0.473363,4811231.887713,181.892100
197.800000,9318.898742,460.330612,628.444337,168.440004,180.664689,6960.602007,22443.586870,56601.047059,115645.933278,4600559.304046,9265.748355,0.473363,4811250.021615,180.664689
197.900000,9310.410197,457.344527,624.255050,167.310802,179.446243,6909.239009,22289.221060,56260.311808,115056.603604,4601710.790196,9268.067504,0.473363,4811268.033180,179.446243
198.000000,9301.975768,454.378750,620.095734,166.189758,178.236687,6858.266438,22135.882411,55921.436501,114469.757071,4602856.406051,9270.374830,0.473363,4811285.923302,178.236687
198.100000,9293.595101,451.433128,615.966149,165.076806,177.035951,6807.681288,21983.564570,55584.412821,113885.387439,4603996.176365,9272.670382,0.473363,4811303.692865,177.035951
198.200000,9285.267845,448.507510,611.866056,163.971880,175.843960,6757.480578,21832.261217,55249.232468,113303.488445,4605130.125829,9274.954211,0.473363,4811321.342749,175.843960
198.300000,9276.993652,445.601746,607.795219,162.874916,174.660644,6707.661348,21681.966068,54915.887163,112724.053807,4606258.279072,9277.226366,0.473363,4811338.873824,174.660644
198.400000,9268.772177,442.715686,603.753403,161.785847,173.485931,6658.220660,21532.672870,54584.368645,112147.077224,4607380.660660,9279.486897,0.473363,4811356.286956,173.485931
198.500000,9260.603075,439.849184,599.740378,160.704612,172.319751,6609.155600,21384.375404,54254.668677,111572.552373,4608497.295094,9281.735852,0.473363,4811373.583001,172.319751
198.600000,9252.486006,437.002093,595.755912,159.631146,171.162034,6560.463274,21237.067484,53926.779038,111000.472915,4609608.206816,9283.973282,0.473363,4811390.762809,171.162034
198.700000,9244.420632,434.174267,591.799779,158.565387,170.012711,6512.140811,21090.742956,53600.691531,110430.832490,4610713.420201,9286.199235,0.473363,4811407.827224,170.012711
198.800000,9236.406616,431.365564,587.871752,157.507273,168.871714,6464.185362,20945.395700,53276.397976,109863.624723,4611812.959561,9288.413760,0.473363,4811424.777082,168.871714
198.900000,9228.443624,428.575840,583.971608,156.456742,167.738975,6416.594099,20801.019627,52953.890217,109298.843216,4612906.849146,9290.616907,0.473363,4811441.613212,167.738975
199.000000,9220.531325,425.804954,580.099124,155.413733,166.614426,6369.364215,20657.608684,52633.160117,108736.481559,4613995.113141,9292.808723,0.473363,4811458.336437,166.614426
199.100000,9212.669390,423.052766,576.254083,154.378185,165.498002,6322.492925,20515.156845,52314.199560,108176.533321,4615077.775666,9294.989257,0.473363,4811474.947574,165.498002
199.200000,9204.857491,420.319137,572.436265,153.350040,164.389635,6275.977465,20373.658122,51997.000450,107618.992056,4616154.860779,9297.158559,0.473363,4811491.447432,164.389635
199.300000,9197.095305,417.603929,568.645455,152.329237,163.289262,6229.815092,20233.106556,51681.554715,107063.851302,4617226.392472,9299.316675,0.473363,4811507.836813,163.289262
199.400000,9189.382508,414.907005,564.881439,151.315717,162.196816,6184.003084,20093.496220,51367.854301,106511.104580,4618292.394673,9301.463655,0.473363,4811524.116514,162.196816
199.500000,9181.718781,412.228231,561.144005,150.309424,161.112235,6138.538739,19954.821220,51055.891178,105960.745397,4619352.891244,9303.599546,0.473363,4811540.287325,161.112235
199.600000,9174.103806,409.567471,557.432944,149.310297,160.035453,6093.419377,19817.075694,50745.657334,105412.767242,4620407.905984,9305.724397,0.473363,4811556.350029,160.035453
199.700000,9166.537267,406.924592,553.748047,148.318281,158.966409,6048.642336,19680.253811,50437.144783,104867.163593,4621457.462626,9307.838255,0.473363,4811572.305404,158.966409
199.800000,9159.018851,404.299462,550.089108,147.333319,157.905040,6004.204976,19544.349772,50130.345557,104323.927909,4622501.584838,9309.941167,0.473363,4811588.154220,157.905040
199.900000,9151.548246,401.691951,546.455922,146.355355,156.851283,5960.104677,19409.357809,49825.251711,103783.053640,4623540.296223,9312.033182,0.473363,4811603.897242,156.851283
200.000000,9144.125144,399.101929,542.848287,145.384332,155.805079,5916.338839,19275.272188,49521.855323,103244.534217,4624573.620317,9314.114347,0.473363,4811619.535229,155.805079
200.100000,9136.749237,396.529266,539.266003,144.420196,154.766365,5872.904880,19142.087202,49220.148490,102708.363061,4625601.580593,9316.184708,0.473363,4811635.068933,154.766365
200.200000,9129.420220,393.973835,535.708870,143.462892,153.735082,5829.800240,19009.797178,48920.123333,102174.533580,4626624.200456,9318.244314,0.473363,4811650.499101,153.735082
200.300000,9122.137790,391.435510,532.176691,142.512366,152.711170,5787.022378,18878.396474,48621.771995,101643.039167,4627641.503246,9320.293211,0.473363,4811665.826473,152.711170
200.400000,9114.901648,388.914164,528.669271,141.568563,151.694571,5744.568772,18747.879479,48325.086642,101113.873205,4628653.512238,9322.331446,0.473363,4811681.051783,151.694571
200.500000,9107.711494,386.409674,525.186416,140.631432,150.685224,5702.436919,18618.240611,48030.059461,100587.029064,4629660.250639,9324.359066,0.473363,4811696.175760,150.685224
200.600000,9100.567032,383.921916,521.727934,139.700919,149.683073,5660.624336,18489.474321,47736.682660,100062.500102,4630661.741591,9326.376117,0.473363,4811711.199126,149.683073
200.700000,9093.467967,381.450768,518.293634,138.776971,148.688061,5619.128557,18361.575089,47444.948473,99540.279665,4631658.008169,9328.382646,0.473363,4811726.122599,148.688061
200.800000,9086.414008,378.996107,514.883329,137.859538,147.700129,5577.947137,18234.537427,47154.849154,99020.361091,4632649.073383,9330.378699,0.473363,4811740.946890,147.700129
200.900000,9079.404862,376.557814,511.496831,136.948567,146.719221,5537.077649,18108.355876,46866.376979,98502.737703,4633634.960174,9332.364322,0.473363,4811755.672704,146.719221
201.000000,9072.440243,374.135770,508.133955,136.044008,145.745283,5496.517684,17983.025008,46579.524250,97987.402818,4634615.691419,9334.339562,0.473363,4811770.300742,145.745283
201.100000,9065.519863,371.729855,504.794517,135.145810,144.778257,5456.264853,17858.539425,46294.283288,97474.349740,4635591.289926,9336.304465,0.473363,4811784.831697,144.778257
201.200000,9058.643438,369.339953,501.478336,134.253924,143.818089,5416.316783,17734.893759,46010.646440,96963.571765,4636561.778438,9338.259075,0.473363,4811799.266259,143.818089
201.300000,9051.810685,366.965947,498.185231,133.368300,142.864726,5376.671121,17612.082672,45728.606072,96455.062178,4637527.179629,9340.203440,0.473363,4811813.605111,142.864726
201.400000,9045.021324,364.607722,494.915024,132.488888,141.918112,5337.325531,17490.100854,45448.154577,95948.814256,4638487.516108,9342.137604,0.473363,4811827.848930,141.918112
201.500000,9038.275076,362.265163,491.667536,131.615641,140.978194,5298.277695,17368.943029,45169.284370,95444.821268,4639442.810416,9344.061613,0.473363,4811841.998390,140.978194
201.600000,9031.571665,359.938156,488.442593,130.748510,140.044919,5259.525314,17248.603946,44891.987886,94943.076473,4640393.085026,9345.975512,0.473363,4811856.054158,140.044919
201.700000,9024.910815,357.626589,485.240020,129.887446,139.118235,5221.066105,17129.078387,44616.257588,94443.573123,4641338.362345,9347.879346,0.473363,4811870.016895,139.118235
201.800000,9018.292253,355.330351,482.059645,129.032404,138.198090,5182.897804,17010.361160,44342.085959,93946.304463,4642278.664712,9349.773160,0.473363,4811883.887258,138.198090
201.900000,9011.715708,353.049329,478.901297,128.183335,137.284432,5145.018163,16892.447104,44069.465506,93451.263727,4643214.014399,9351.657000,0.473363,4811897.665899,137.284432
202.000000,9005.180911,350.783416,475.764805,127.340193,136.377211,5107.424951,16775.331088,43798.388760,92958.444147,4644144.433609,9353.530909,0.473363,4811911.353464,136.377211
202.100000,8998.687594,348.532501,472.650003,126.502933,135.476374,5070.115957,16659.008009,43528.848274,92467.838944,4645069.944480,9355.394932,0.473363,4811924.950595,135.476374
202.200000,8992.235492,346.296477,469.556723,125.671508,134.581872,5033.088983,16543.472792,43260.836625,91979.441335,4645990.569079,9357.249115,0.473363,4811938.457928,134.581872
202.300000,8985.824340,344.075236,466.484801,124.845874,133.693656,4996.341851,16428.720391,42994.346415,91493.244528,4646906.329408,9359.093500,0.473363,4811951.876094,133.693656
202.400000,8979.453877,341.868672,463.434072,124.025984,132.811676,4959.872399,16314.745790,42729.370269,91009.241728,4647817.247401,9360.928133,0.473363,4811965.205719,132.811676
202.500000,8973.123842,339.676679,460.404374,123.211796,131.935883,4923.678480,16201.544001,42465.900833,90527.426133,4648723.344922,9362.753057,0.473363,4811978.447425,131.935883
202.600000,8966.833977,337.499154,457.395547,122.403264,131.066229,4887.757965,16089.110063,42203.930779,90047.790935,4649624.643770,9364.568316,0.473363,4811991.601829,131.066229
202.700000,8960.584025,335.335992,454.407431,121.600345,130.202665,4852.108743,15977.439044,41943.452804,89570.329322,4650521.165673,9366.373955,0.473363,4812004.669541,130.202665
202.800000,8954.373731,333.187091,451.439868,120.802995,129.345145,4816.728715,15866.526042,41684.459626,89095.034477,4651412.932294,9368.170016,0.473363,4812017.651170,129.345145
202.900000,8948.202842,331.052348,448.492701,120.011172,128.493620,4781.615802,15756.366180,41426.943988,88621.899579,4652299.965225,9369.956543,0.473363,4812030.547316,128.493620
203.000000,8942.071105,328.931663,445.565775,119.224833,127.648045,4746.767940,15646.954610,41170.898656,88150.917800,4653182.285993,9371.733579,0.473363,4812043.358578,127.648045
203.100000,8935.978272,326.824934,442.658936,118.443936,126.808372,4712.183079,15538.286513,40916.316422,87682.082312,4654059.916054,9373.501169,0.473363,4812056.085549,126.808372
203.200000,8929.924093,324.732063,439.772032,117.668439,125.974557,4677.859188,15430.357097,40663.190100,87215.386281,4654932.876798,9375.259354,0.473363,4812068.728817,125.974557
203.300000,8923.908322,322.652950,436.904910,116.898301,125.146553,4643.794248,15323.161596,40411.512528,86750.822870,4655801.189545,9377.008177,0.473363,4812081.288964,125.146553
203.400000,8917.930715,320.587498,434.057421,116.133479,124.324315,4609.986260,15216.695273,40161.276569,86288.385238,4656664.875548,9378.747683,0.473363,4812093.766572,124.324315
203.500000,8911.991028,318.535610,431.229416,115.373935,123.507799,4576.433237,15110.953419,39912.475109,85828.066544,4657523.955992,9380.477912,0.473363,4812106.162213,123.507799
203.600000,8906.089019,316.497188,428.420749,114.619626,122.696960,4543.133208,15005.931350,39665.101059,85369.859941,4658378.451992,9382.198908,0.473363,4812118.476458,122.696960
203.700000,8900.224448,314.472138,425.631271,113.870514,121.891754,4510.084218,14901.624412,39419.147353,84913.758582,4659228.384596,9383.910714,0.473363,4812130.709874,121.891754
203.800000,8894.397077,312.460365,422.860840,113.126558,121.092139,4477.284327,14798.027974,39174.606950,84459.755616,4660073.774783,9385.613370,0.473363,4812142.863021,121.092139
203.900000,8888.606670,310.461775,420.109310,112.387720,120.298069,4444.731609,14695.137435,38931.472833,84007.844193,4660914.643465,9387.306920,0.473363,4812154.936456,120.298069
204.000000,8882.852991,308.476274,417.376540,111.653959,119.509504,4412.424155,14592.948220,38689.738009,83558.017458,4661751.011484,9388.991406,0.473363,4812166.930732,119.509504
204.100000,8877.135806,306.503769,414.662389,110.925238,118.726400,4380.360067,14491.455779,38449.395509,83110.268558,4662582.899615,9390.666869,0.473363,4812178.846398,118.726400
204.200000,8871.454883,304.544170,411.966715,110.201518,117.948716,4348.537467,14390.655592,38210.438389,82664.590637,4663410.328562,9392.333350,0.473363,4812190.683998,117.948716
204.300000,8865.809992,302.597384,409.289382,109.482762,117.176409,4316.954486,14290.543162,37972.859728,82220.976838,4664233.318964,9393.990893,0.473363,4812202.444071,117.176409
204.400000,8860.200904,300.663322,406.630250,108.768930,116.409439,4285.609273,14191.114020,37736.652630,81779.420306,4665051.891389,9395.639537,0.473363,4812214.127155,116.409439
204.500000,8854.627391,298.741894,403.989184,108.059987,115.647765,4254.499991,14092.363721,37501.810223,81339.914181,4665866.066338,9397.279325,0.473363,4812225.733780,115.647765
204.600000,8849.089227,296.833011,401.366048,107.355895,114.891345,4223.624816,13994.287849,37268.325660,80902.451608,4666675.864243,9398.910297,0.473363,4812237.264474,114.891345
204.700000,8843.586188,294.936585,398.760708,106.656617,114.140140,4192.981940,13896.882012,37036.192117,80467.025730,4667481.305468,9400.532494,0.473363,4812248.719761,114.140140
204.800000,8838.118052,293.052528,396.173032,105.962117,113.394110,4162.569565,13800.141844,36805.402796,80033.629690,4668282.410307,9402.145958,0.473363,4812260.100162,113.394110
204.900000,8832.684596,291.180754,393.602887,105.272359,112.653215,4132.385913,13704.063006,36575.950922,79602.256632,4669079.198989,9403.750729,0.473363,4812271.406190,112.653215
205.000000,8827.285600,289.321176,391.050142,104.587307,111.917416,4102.429214,13608.641182,36347.829745,79172.899701,4669871.691670,9405.346847,0.473363,4812282.638359,111.917416
205.100000,8821.920847,287.473709,388.514669,103.906926,111.186675,4072.697715,13513.872083,36121.032539,78745.552044,4670659.908441,9406.934354,0.473363,4812293.797175,111.186675
205.200000,8816.590118,285.638268,385.996338,103.231180,110.460952,4043.189676,13419.751445,35895.552602,78320.206808,4671443.869324,9408.513289,0.473363,4812304.883144,110.460952
205.300000,8811.293199,283.814769,383.495022,102.560035,109.740210,4013.903371,13326.275031,35671.383257,77896.857142,4672223.594271,9410.083693,0.473363,4812315.896765,109.740210
205.400000,8806.029875,282.003130,381.010595,101.893456,109.024410,3984.837086,13233.438625,35448.517852,77475.496198,4672999.103168,9411.645605,0.473363,4812326.838534,109.024410
205.500000,8800.799933,280.203266,378.542931,101.231409,108.313516,3955.989121,13141.238040,35226.949758,77056.117129,4673770.415831,9413.199066,0.473363,4812337.708945,108.313516
205.600000,8795.603162,278.415096,376.091907,100.573860,107.607490,3927.357789,13049.669111,35006.672372,76638.713089,4674537.552008,9414.744115,0.473363,4812348.508485,107.607490
205.700000,8790.439352,276.638539,373.657399,99.920775,106.906295,3898.941417,12958.727700,34787.679113,76223.277238,4675300.531380,9416.280792,0.473363,4812359.237641,106.906295
205.800000,8785.308294,274.873513,371.239284,99.272121,106.209894,3870.738344,12868.409692,34569.963427,75809.802735,4676059.373557,9417.809137,0.473363,4812369.896893,106.209894
205.900000,8780.209782,273.119939,368.837443,98.627865,105.518252,3842.746922,12778.710996,34353.518783,75398.282745,4676814.098083,9419.329189,0.473363,4812380.486719,105.518252
206.000000,8775.143609,271.377737,366.451754,97.987973,104.831333,3814.965517,12689.627548,34138.338675,74988.710434,4677564.724433,9420.840986,0.473363,4812391.007594,104.831333
206.100000,8770.109571,269.646827,364.082100,97.352414,104.149100,3787.392506,12601.155306,33924.416621,74581.078972,4678311.272015,9422.344569,0.473363,4812401.459989,104.149100
206.200000,8765.107464,267.927133,361.728360,96.721155,103.471519,3760.026280,12513.290252,33711.746163,74175.381533,4679053.760166,9423.839976,0.473363,4812411.844369,103.471519
206.300000,8760.137088,266.218575,359.390420,96.094164,102.798554,3732.865241,12426.028393,33500.320868,73771.611294,4679792.208159,9425.327246,0.473363,4812422.161200,102.798554
206.400000,8755.198240,264.521078,357.068162,95.471409,102.130171,3705.907804,12339.365760,33290.134327,73369.761436,4680526.635194,9426.806418,0.473363,4812432.410940,102.130171
206.500000,8750.290723,262.834564,354.761471,94.852859,101.466336,3679.152399,12253.298408,33081.180157,72969.825147,4681257.060408,9428.277529,0.473363,4812442.594047,101.466336
206.600000,8745.414339,261.158957,352.470234,94.238483,100.807013,3652.597464,12167.822414,32873.451996,72571.795614,4681983.502866,9429.740619,0.473363,4812452.710974,100.807013
206.700000,8740.568890,259.494183,350.194336,93.628250,100.152170,3626.241451,12082.933881,32666.943511,72175.666034,4682705.981567,9431.195726,0.473363,4812462.762171,100.152170
206.800000,8735.754182,257.840166,347.933666,93.022129,99.501774,3600.082826,11998.628933,32461.648389,71781.429605,4683424.515443,9432.642888,0.473363,4812472.748084,99.501774
206.900000,8730.970020,256.196833,345.688113,92.420089,98.855789,3574.120062,11914.903718,32257.560344,71389.079533,4684139.123355,9434.082143,0.473363,4812482.669155,98.855789
207.000000,8726.216212,254.564110,343.457565,91.822101,98.214185,3548.351650,11831.754410,32054.673113,70998.609025,4684849.824100,9435.513529,0.473363,4812492.525826,98.214185
207.100000,8721.492567,252.941924,341.241914,91.228135,97.576927,3522.776088,11749.177201,31852.980458,70610.011298,4685556.636404,9436.937083,0.473363,4812502.318532,97.576927
207.200000,8716.798894,251.330202,339.041051,90.638161,96.943984,3497.391888,11667.168311,31652.476165,70223.279572,4686259.578927,9438.352843,0.473363,4812512.047707,96.943984
207.300000,8712.135005,249.728873,336.854869,90.052150,96.315324,3472.197573,11585.723980,31453.154045,69838.407073,4686958.670262,9439.760847,0.473363,4812521.713781,96.315324
207.400000,8707.500710,248.137865,334.683259,89.470072,95.690914,3447.191678,11504.840472,31255.007933,69455.387033,4687653.928933,9441.161131,0.473363,4812531.317180,95.690914
207.500000,8702.895825,246.557108,332.526117,88.891898,95.070723,3422.372748,11424.514072,31058.031687,69074.212691,4688345.373396,9442.553734,0.473363,4812540.858328,95.070723
207.600000,8698.320164,244.986532,330.383338,88.317601,94.454720,3397.739341,11344.741089,30862.219191,68694.877291,4689033.022042,9443.938691,0.473363,4812550.337645,94.454720
207.700000,8693.773543,243.426066,328.254817,87.747151,93.842873,3373.290026,11265.517855,30667.564353,68317.374084,4689716.893192,9445.316041,0.473363,4812559.755550,93.842873
207.800000,8689.255778,241.875642,326.140451,87.180520,93.235153,3349.023382,11186.840723,30474.061104,67941.696327,4690397.005102,9446.685819,0.473363,4812569.112456,93.235153
207.900000,8684.766689,240.335190,324.040138,86.617681,92.631527,3324.937999,11108.706068,30281.703400,67567.837286,4691073.375958,9448.048062,0.473363,4812578.408775,92.631527
208.000000,8680.306094,238.804644,321.953775,86.058605,92.031967,3301.032481,11031.110289,30090.485222,67195.790232,4691746.023882,9449.402808,0.473363,4812587.644914,92.031967
208.100000,8675.873815,237.283935,319.881263,85.503266,91.436442,3277.305440,10954.049805,29900.400574,66825.548443,4692414.966926,9450.750091,0.473363,4812596.821279,91.436442
208.200000,8671.469673,235.772997,317.822501,84.951636,90.844922,3253.755498,10877.521058,29711.443485,66457.105205,4693080.223077,9452.089949,0.473363,4812605.938271,90.844922
208.300000,8667.093492,234.271763,315.777390,84.403687,90.257377,3230.381292,10801.520511,29523.608006,66090.453812,4693741.810253,9453.422418,0.473363,4812614.996291,90.257377
208.400000,8662.745095,232.780166,313.745832,83.859393,89.673779,3207.181465,10726.044649,29336.888215,65725.587565,4694399.746308,9454.747533,0.473363,4812623.995735,89.673779
208.500000,8658.424307,231.298142,311.727729,83.318728,89.094099,3184.154673,10651.089979,29151.278213,65362.499773,4695054.049027,9456.065330,0.473363,4812632.936995,89.094099
208.600000,8654.130956,229.825625,309.722985,82.781665,88.518307,3161.299582,10576.653029,28966.772125,65001.183752,4695704.736129,9457.375845,0.473363,4812641.820462,88.518307
208.700000,8649.864869,228.362551,307.731503,82.248178,87.946375,3138.614870,10502.730348,28783.364099,64641.632829,4696351.825265,9458.679114,0.473363,4812650.646524,87.946375
208.800000,8645.625873,226.908855,305.753189,81.718241,87.378275,3116.099222,10429.318507,28601.048307,64283.840336,4696995.334021,9459.975171,0.473363,4812659.415566,87.378275
208.900000,8641.413800,225.464475,303.787948,81.191829,86.813979,3093.751336,10356.414098,28419.818948,63927.799616,4697635.279917,9461.264053,0.473363,4812668.127969,86.813979
209.000000,8637.228481,224.029348,301.835687,80.668915,86.253458,3071.569919,10284.013733,28239.670242,63573.504018,4698271.680405,9462.545795,0.473363,4812676.784112,86.253458
209.100000,8633.069746,222.603409,299.896312,80.149474,85.696686,3049.553689,10212.114046,28060.596433,63220.946902,4698904.552871,9463.820430,0.473363,4812685.384372,85.696686
209.200000,8628.937429,221.186599,297.969732,79.633482,85.143635,3027.701373,10140.711692,27882.591791,62870.121637,4699533.914635,9465.087995,0.473363,4812693.929123,85.143635
209.300000,8624.831365,219.778854,296.055855,79.120914,84.594277,3006.011709,10069.803346,27705.650606,62521.021599,4700159.782952,9466.348524,0.473363,4812702.418735,84.594277
209.400000,8620.751388,218.380114,294.154591,78.611744,84.048587,2984.483443,9999.385702,27529.767196,62173.640174,4700782.175009,9467.602052,0.473363,4812710.853577,84.048587
209.500000,8616.697334,216.990318,292.265850,78.105949,83.506536,2963.115333,9929.455478,27354.935901,61827.970760,4701401.107928,9468.848613,0.473363,4812719.234013,83.506536
209.600000,8612.669042,215.609406,290.389542,77.603504,82.968099,2941.906146,9860.009410,27181.151084,61484.006761,4702016.598765,9470.088241,0.473363,4812727.560407,82.968099
209.700000,8608.666349,214.237317,288.525579,77.104385,82.433250,2920.854658,9791.044255,27008.407133,61141.741592,4702628.664510,9471.320971,0.473363,4812735.833119,82.433250
209.800000,8604.689096,212.873994,286.673874,76.608568,81.901962,2899.959655,9722.556789,26836.698459,60801.168678,4703237.322089,9472.546837,0.473363,4812744.052507,81.901962
209.900000,8600.737121,211.519376,284.834340,76.116029,81.374209,2879.219933,9654.543810,26666.019496,60462.281454,4703842.588360,9473.765872,0.473363,4812752.218925,81.374209
210.000000,8596.810267,210.173405,283.006889,75.626746,80.849966,2858.634297,9587.002134,26496.364703,60125.073364,4704444.480116,9474.978111,0.473363,4812760.332726,80.849966
210.100000,8592.908377,208.836023,281.191437,75.140694,80.329208,2838.201561,9519.928599,26327.728563,59789.537864,4705043.014087,9476.183587,0.473363,4812768.394260,80.329208
210.200000,8589.031293,207.507174,279.387899,74.657850,79.811909,2817.920548,9453.320060,26160.105579,59455.668418,4705638.206934,9477.382334,0.473363,4812776.403874,79.811909
210.300000,8585.178861,206.186798,277.596190,74.178193,79.298045,2797.790092,9387.173394,25993.490282,59123.458503,4706230.075256,9478.574386,0.473363,4812784.361913,79.298045
210.400000,8581.350926,204.874840,275.816227,73.701698,78.787590,2777.809035,9321.485496,25827.877224,58792.901604,4706818.635585,9479.759775,0.473363,4812792.268719,78.787590
210.500000,8577.547334,203.571244,274.047928,73.228343,78.280520,2757.976227,9256.253282,25663.260980,58463.991220,4707403.904389,9480.938534,0.473363,4812800.124632,78.280520
210.600000,8573.767933,202.275953,272.291208,72.758106,77.776810,2738.290529,9191.473685,25499.636150,58136.720857,4707985.898071,9482.110698,0.473363,4812807.929989,77.776810
210.700000,8570.012571,200.988912,270.545988,72.290965,77.276437,2718.750809,9127.143659,25336.997357,57811.084035,4708564.632968,9483.276298,0.473363,4812815.685126,77.276437
210.800000,8566.281098,199.710066,268.812186,71.826898,76.779377,2699.355946,9063.260178,25175.339245,57487.074283,4709140.125356,9484.435367,0.473363,4812823.390375,76.779377
210.900000,8562.573364,198.439360,267.089722,71.365883,76.285605,2680.104825,8999.820232,25014.656485,57164.685143,4709712.391442,9485.587939,0.473363,4812831.046066,76.285605
211.000000,8558.889221,197.176741,265.378516,70.907897,75.795098,2660.996343,8936.820832,24854.943768,56843.910168,4710281.447371,9486.734045,0.473363,4812838.652527,75.795098
211.100000,8555.228521,195.922153,263.678489,70.452921,75.307833,2642.029404,8874.259007,24696.195811,56524.742921,4710847.309223,9487.873718,0.473363,4812846.210083,75.307833
211.200000,8551.591116,194.675545,261.989563,70.000932,74.823786,2623.202919,8812.131807,24538.407350,56207.176977,4711409.993015,9489.006990,0.473363,4812853.719058,74.823786
211.300000,8547.976862,193.436861,260.311660,69.551909,74.342935,2604.515810,8750.436296,24381.573149,55891.205925,4711969.514698,9490.133894,0.473363,4812861.179772,74.342935
211.400000,8544.385614,192.206051,258.644703,69.105832,73.865256,2585.967007,8689.169561,24225.687992,55576.823362,4712525.890161,9491.254461,0.473363,4812868.592544,73.865256
211.500000,8540.817226,190.983062,256.988616,68.662679,73.390728,2567.555448,8628.328704,24070.746686,55264.022901,4713079.135227,9492.368723,0.473363,4812875.957690,73.390728
211.600000,8537.271558,189.767841,255.343321,68.222430,72.919326,2549.280079,8567.910849,23916.744062,54952.798163,4713629.265659,9493.476712,0.473363,4812883.275524,72.919326
211.700000,8533.748465,188.560338,253.708745,67.785064,72.451030,2531.139854,8507.913134,23763.674974,54643.142785,4714176.297151,9494.578460,0.473363,4812890.546357,72.451030
211.800000,8530.247808,187.360501,252.084812,67.350561,71.985818,2513.133736,8448.332719,23611.534297,54335.050412,4714720.245338,9495.673998,0.473363,4812897.770500,71.985818
211.900000,8526.769446,186.168279,250.471448,66.918901,71.523666,2495.260697,8389.166778,23460.316932,54028.514706,4715261.125791,9496.763357,0.473363,4812904.948260,71.523666
212.000000,8523.313239,184.983622,248.868580,66.490064,71.064554,2477.519714,8330.412507,23310.017799,53723.529337,4715798.954015,9497.846569,0.473363,4812912.079942,71.064554
212.100000,8519.879048,183.806480,247.276134,66.064031,70.608459,2459.909776,8272.067117,23160.631844,53420.087991,4716333.745456,9498.923665,0.473363,4812919.165848,70.608459
212.200000,8516.466737,182.636803,245.694038,65.640780,70.155361,2442.429876,8214.127838,23012.154033,53118.184364,4716865.515493,9499.994675,0.473363,4812926.206280,70.155361
212.300000,8513.076169,181.474542,244.122221,65.220294,69.705238,2425.079018,8156.591917,22864.579357,52817.812168,4717394.279445,9501.059632,0.473363,4812933.201536,69.705238
212.400000,8509.707207,180.319649,242.560610,64.802552,69.258070,2407.856213,8099.456618,22717.902828,52518.965124,4717920.052567,9502.118564,0.473363,4812940.151913,69.258070
212.500000,8506.359716,179.172073,241.009136,64.387535,68.813835,2390.760478,8042.719224,22572.119480,52221.636968,4718442.850051,9503.171503,0.473363,4812947.057705,68.813835
212.600000,8503.033562,178.031768,239.467728,63.975225,68.372512,2373.790841,7986.377035,22427.224371,51925.821450,4718962.687029,9504.218480,0.473363,4812953.919205,68.372512
212.700000,8499.728613,176.898686,237.936315,63.565602,67.934081,2356.946333,7930.427366,22283.212582,51631.512330,4719479.578568,9505.259525,0.473363,4812960.736703,67.934081
212.800000,8496.444735,175.772778,236.414831,63.158647,67.498522,2340.225998,7874.867552,22140.079213,51338.703385,4719993.539673,9506.294667,0.473363,4812967.510488,67.498522
