Time,c2_system.cases,c2_system.C_dot,c2_system.Level,c2_system.total,c2_system.D
0.000000,58.208955,0.000000,0.000000,39.000000,0.000000
0.100000,58.208978,0.001231,0.000000,39.000015,0.000000
0.200000,58.210226,0.025685,0.000000,39.000852,0.000000
0.300000,58.219706,0.131430,0.000000,39.007203,0.000000
0.400000,58.254651,0.396513,0.000000,39.030616,0.000000
0.500000,58.344431,0.903975,0.000000,39.090769,0.000000
0.600000,58.530562,1.731679,0.000000,39.215477,0.000000
0.700000,58.865460,2.945838,0.000000,39.439859,0.000000
0.800000,59.410425,4.597309,0.000000,39.804985,0.000000
0.900000,60.233212,6.719945,0.000000,40.356253,0.000000
1.000000,61.405472,9.330423,0.000000,41.141669,0.000000
1.100000,63.000232,12.429095,0.000000,42.210162,0.000000
1.200000,65.089553,16.001518,0.000000,43.610017,0.000000
1.300000,67.742452,20.020392,0.000000,45.387477,0.000001
1.400000,71.023116,24.447700,0.000000,47.585557,0.000001
1.500000,74.989459,29.236913,0.000000,50.243066,0.000002
1.600000,79.691987,34.335131,0.000000,53.393858,0.000003
1.700000,85.172985,39.685114,0.000000,57.066288,0.000006
1.800000,91.465997,45.227124,0.000000,61.282855,0.000010
1.900000,98.595558,50.900575,0.000000,66.060038,0.000015
2.000000,106.577168,56.645460,0.000000,71.408269,0.000023
2.100000,115.417454,62.403563,0.000000,77.332054,0.000035
2.200000,125.114511,68.119456,0.000000,83.830194,0.000052
2.300000,135.658362,73.741289,0.000000,90.896101,0.000075
2.400000,147.031539,79.221402,0.000000,98.518189,0.000105
2.500000,159.209732,84.516761,0.000000,106.680310,0.000146
2.600000,172.162498,89.589244,0.000000,115.362230,0.000199
2.700000,185.854005,94.405794,0.000000,124.540134,0.000268
2.800000,200.243787,98.938459,0.000000,134.187128,0.000355
2.900000,215.287501,103.164335,0.000000,144.273750,0.000465
3.000000,230.937673,107.065428,0.000000,154.768474,0.000600
3.100000,247.144411,110.628456,0.000000,165.638185,0.000768
3.200000,263.856093,113.844591,0.000000,176.848644,0.000971
3.300000,281.020013,116.709172,0.000000,188.364919,0.001217
3.400000,298.582978,119.221384,0.000000,200.151786,0.001510
3.500000,316.491859,121.383924,0.000000,212.174104,0.001859
3.600000,334.694092,123.202651,0.000000,224.397144,0.002270
3.700000,353.138127,124.686237,0.000000,236.786893,0.002751
3.800000,371.773819,125.845824,0.000000,249.310319,0.003311
3.900000,390.552781,126.694681,0.000000,261.935604,0.003959
4.000000,409.428672,127.247879,0.000000,274.632339,0.004703
4.100000,428.357446,127.521979,0.000000,287.371692,0.005555
4.200000,447.297554,127.534737,0.000000,300.126544,0.006525
4.300000,466.210103,127.304827,0.000000,312.871595,0.007624
4.400000,485.058970,126.851585,0.000000,325.583444,0.008865
4.500000,503.810887,126.194772,0.000000,338.240643,0.010259
4.600000,522.435484,125.354361,0.000000,350.823734,0.011820
4.700000,540.905307,124.350343,0.000000,363.315256,0.013563
4.800000,559.195806,123.202550,0.000000,375.699745,0.015501
4.900000,577.285292,121.930503,0.000000,387.963704,0.017650
5.000000,595.154883,120.553281,0.000000,400.095569,0.020027
5.100000,612.788423,119.089396,0.000000,412.085663,0.022648
5.200000,630.172387,117.556703,0.000000,423.926127,0.025532
5.300000,647.295770,115.972311,0.000000,435.610858,0.028697
5.400000,664.149967,114.352515,0.000000,447.135425,0.032163
5.500000,680.728645,112.712747,0.000000,458.496991,0.035952
5.600000,697.027603,111.067530,0.000000,469.694218,0.040085
5.700000,713.044627,109.430452,0.000000,480.727182,0.044586
5.800000,728.779352,107.814146,0.000000,491.597272,0.049479
5.900000,744.233106,106.230280,0.000000,502.307100,0.054790
6.000000,759.408765,104.689562,0.000000,512.860398,0.060545
6.100000,774.310607,103.201740,4.000000,523.261928,0.066773
6.200000,788.944163,101.775559,4.000000,533.517382,0.073504
6.300000,803.316042,100.418328,4.000000,543.633269,0.080769
6.400000,817.433674,99.135320,4.000000,553.616738,0.088600
6.500000,831.304978,97.929462,4.000000,563.475364,0.097030
6.600000,844.938007,96.801279,4.000000,573.216906,0.106096
6.700000,858.340597,95.749021,4.000000,582.849068,0.115834
6.800000,871.520046,94.768907,4.000000,592.379290,0.126281
6.900000,884.482832,93.855428,4.000000,601.814551,0.137478
7.000000,897.234382,93.001698,4.000000,611.161215,0.149465
7.100000,909.778900,92.199796,4.000000,620.424906,0.162284
7.200000,922.119236,91.441106,4.000000,629.610425,0.175978
7.300000,934.256815,90.716628,4.000000,638.721689,0.190591
7.400000,946.191608,90.017260,4.000000,647.761711,0.206169
7.500000,957.922140,89.334039,4.000000,656.732595,0.222758
7.600000,969.445544,88.658350,4.000000,665.635565,0.240404
7.700000,980.757627,87.982092,4.000000,674.471005,0.259155
7.800000,991.852977,87.297810,4.000000,683.238516,0.279060
7.900000,1002.725076,86.598791,4.000000,691.936989,0.300167
8.000000,1013.366435,85.879134,4.000000,700.564676,0.322525
8.100000,1023.768725,85.133786,4.000000,709.119279,0.346183
8.200000,1033.922933,84.358562,4.000000,717.598034,0.371189
8.300000,1043.819497,83.550136,4.000000,725.997797,0.397593
8.400000,1053.448457,82.706023,4.000000,734.315128,0.425443
8.500000,1062.799592,81.824542,4.000000,742.546376,0.454786
8.600000,1071.862557,80.904770,4.000000,750.687759,0.485669
8.700000,1080.627008,79.946490,4.000000,758.735430,0.518139
8.800000,1089.082722,78.950127,4.000000,766.685554,0.552241
8.900000,1097.219705,77.916688,4.000000,774.534362,0.588017
9.000000,1105.028291,76.847695,4.000000,782.278212,0.625511
9.100000,1112.499233,75.745116,4.000000,789.913633,0.664763
9.200000,1119.623776,74.611303,4.000000,797.437370,0.705813
9.300000,1126.393733,73.448927,4.000000,804.846418,0.748696
9.400000,1132.801534,72.260917,4.000000,812.138049,0.793448
9.500000,1138.840283,71.050400,4.000000,819.309839,0.840102
9.600000,1144.503790,69.820649,4.000000,826.359686,0.888689
9.700000,1149.786604,68.575034,4.000000,833.285815,0.939236
9.800000,1154.684035,67.316971,4.000000,840.086794,0.991769
9.900000,1159.192167,66.049888,4.000000,846.761532,1.046310
10.000000,1163.307869,64.777181,4.000000,853.309282,1.102881
10.100000,1167.028789,63.502186,4.000000,859.729631,1.161498
10.200000,1170.353356,62.228147,4.000000,866.022496,1.222175
10.300000,1173.280766,60.958193,4.000000,872.188117,1.284925
10.400000,1175.810969,59.695320,4.000000,878.227037,1.349757
10.500000,1177.944649,58.442368,4.000000,884.140093,1.416674
10.600000,1179.683203,57.202013,4.000000,889.928399,1.485681
10.700000,1181.028716,55.976754,4.000000,895.593329,1.556777
10.800000,1181.983931,54.768905,4.000000,901.136499,1.629959
10.900000,1182.552225,53.580591,4.000000,906.559746,1.705220
11.000000,1182.737569,52.413745,4.000000,911.865112,1.782551
11.100000,1182.544504,51.270107,4.000000,917.054825,1.861940
11.200000,1181.978103,50.151225,4.000000,922.131276,1.943372
11.300000,1181.043938,49.058459,4.000000,927.097003,2.026829
11.400000,1179.748044,47.992984,4.000000,931.954673,2.112291
11.500000,1178.096889,46.955797,4.000000,936.707061,2.199734
11.600000,1176.097334,45.947719,4.000000,941.357034,2.289132
11.700000,1173.756604,44.969410,4.000000,945.907534,2.380457
11.800000,1171.082251,44.021369,4.000000,950.361562,2.473678
11.900000,1168.082125,43.103946,4.000000,954.722161,2.568763
12.000000,1164.764340,42.217352,4.000000,958.992404,2.665676
12.100000,1161.137243,41.361664,4.000000,963.175379,2.764379
12.200000,1157.209385,40.536838,4.000000,967.274174,2.864834
12.300000,1152.989492,39.742715,4.000000,971.291870,2.966999
12.400000,1148.486438,38.979033,4.000000,975.231526,3.070830
12.500000,1143.709219,38.245435,4.000000,979.096171,3.176283
12.600000,1138.666927,37.541475,4.000000,982.888793,3.283313
12.700000,1133.368728,36.866631,4.000000,986.612335,3.391870
12.800000,1127.823837,36.220310,4.000000,990.269681,3.501906
12.900000,1122.041500,35.601859,4.000000,993.863655,3.613371
13.000000,1116.030971,35.010569,4.000000,997.397011,3.726213
13.100000,1109.801497,34.445686,4.000000,1000.872434,3.840380
13.200000,1103.362298,33.906415,4.000000,1004.292527,3.955818
13.300000,1096.722552,33.391928,4.000000,1007.659816,4.072473
13.400000,1089.891379,32.901371,4.000000,1010.976740,4.190291
13.500000,1082.877830,32.433868,4.000000,1014.245653,4.309217
13.600000,1075.690872,31.988528,4.000000,1017.468820,4.429193
13.700000,1068.339376,31.564447,4.000000,1020.648418,4.550165
13.800000,1060.832110,31.160717,4.000000,1023.786531,4.672075
13.900000,1053.177725,30.776429,4.000000,1026.885153,4.794867
14.000000,1045.384749,30.410673,4.000000,1029.946187,4.918484
14.100000,1037.461580,30.062547,4.000000,1032.971447,5.042868
14.200000,1029.416477,29.731156,4.000000,1035.962655,5.167964
14.300000,1021.257555,29.415618,4.000000,1038.921444,5.293715
14.400000,1012.992780,29.115066,4.000000,1041.849361,5.420063
14.500000,1004.629962,28.828647,4.000000,1044.747866,5.546952
14.600000,996.176755,28.555529,4.000000,1047.618334,5.674327
14.700000,987.640651,28.294898,4.000000,1050.462058,5.802132
14.800000,979.028976,28.045964,4.000000,1053.280253,5.930311
14.900000,970.348891,27.807960,4.000000,1056.074052,6.058810
15.000000,961.607386,27.580142,4.000000,1058.844515,6.187576
15.100000,952.811282,27.361791,4.000000,1061.592628,6.316553
15.200000,943.967228,27.152215,4.000000,1064.319307,6.445691
15.300000,935.081700,26.950747,4.000000,1067.025398,6.574935
15.400000,926.161003,26.756749,4.000000,1069.711684,6.704236
15.500000,917.211267,26.569606,4.000000,1072.378883,6.833542
15.600000,908.238449,26.388733,4.000000,1075.027655,6.962804
15.700000,899.248335,26.213571,4.000000,1077.658601,7.091973
15.800000,890.246539,26.043589,4.000000,1080.272269,7.221001
15.900000,881.238500,25.878280,4.000000,1082.869152,7.349841
16.000000,872.229490,25.717165,4.000000,1085.449697,7.478447
16.100000,863.224609,25.559791,4.000000,1088.014303,7.606773
16.200000,854.228791,25.405730,4.000000,1090.563324,7.734777
16.300000,845.246799,25.254579,4.000000,1093.097072,7.862414
16.400000,836.283233,25.105959,4.000000,1095.615823,7.989643
16.500000,827.342528,24.959515,4.000000,1098.119812,8.116423
16.600000,818.428952,24.814915,4.000000,1100.609243,8.242714
16.700000,809.546617,24.671850,4.000000,1103.084285,8.368478
16.800000,800.699470,24.530031,4.000000,1105.545079,8.493678
16.900000,791.891302,24.389192,4.000000,1107.991738,8.618277
17.000000,783.125748,24.249086,4.000000,1110.424347,8.742240
17.100000,774.406284,24.109485,4.000000,1112.842970,8.865534
17.200000,765.736238,23.970182,4.000000,1115.247648,8.988125
17.300000,757.118781,23.830985,4.000000,1117.638403,9.109982
17.400000,748.556939,23.691722,4.000000,1120.015236,9.231076
17.500000,740.053588,23.552235,4.000000,1122.378133,9.351377
17.600000,731.611459,23.412384,4.000000,1124.727067,9.470857
17.700000,723.233137,23.272041,4.000000,1127.061995,9.589489
17.800000,714.921069,23.131096,4.000000,1129.382862,9.707250
17.900000,706.677560,22.989448,4.000000,1131.689603,9.824114
18.000000,698.504776,22.847014,4.000000,1133.982145,9.940059
18.100000,690.404751,22.703719,4.000000,1136.260406,10.055063
18.200000,682.379382,22.559501,4.000000,1138.524296,10.169106
18.300000,674.430438,22.414310,4.000000,1140.773720,10.282169
18.400000,666.559557,22.268102,4.000000,1143.008581,10.394234
18.500000,658.768252,22.120848,4.000000,1145.228773,10.505284
18.600000,651.057910,21.972525,4.000000,1147.434192,10.615304
18.700000,643.429799,21.823118,4.000000,1149.624730,10.724280
18.800000,635.885065,21.672620,4.000000,1151.800279,10.832198
18.900000,628.424740,21.521033,4.000000,1153.960728,10.939047
19.000000,621.049740,21.368364,4.000000,1156.105970,11.044816
19.100000,613.760870,21.214627,4.000000,1158.235897,11.149494
19.200000,606.558826,21.059842,4.000000,1160.350403,11.253074
19.300000,599.444200,20.904032,4.000000,1162.449384,11.355549
19.400000,592.417477,20.747229,4.000000,1164.532740,11.456911
19.500000,585.479044,20.589466,4.000000,1166.600371,11.557155
19.600000,578.629191,20.430781,4.000000,1168.652184,11.656278
19.700000,571.868111,20.271216,4.000000,1170.688089,11.754275
19.800000,565.195908,20.110817,4.000000,1172.707999,11.851145
19.900000,558.612594,19.949631,4.000000,1174.711834,11.946887
20.000000,552.118099,19.787710,4.000000,1176.699516,12.041498
20.100000,545.712266,19.625106,4.000000,1178.670975,12.134981
20.200000,539.394862,19.461874,4.000000,1180.626146,12.227337
20.300000,533.165576,19.298071,4.000000,1182.564966,12.318568
20.400000,527.024023,19.133755,4.000000,1184.487383,12.408676
20.500000,520.969748,18.968986,4.000000,1186.393347,12.497666
20.600000,515.002229,18.803823,4.000000,1188.282817,12.585542
20.700000,509.120880,18.638329,4.000000,1190.155754,12.672310
20.800000,503.325054,18.472564,4.000000,1192.012130,12.757975
20.900000,497.614045,18.306590,4.000000,1193.851919,12.842545
21.000000,491.987095,18.140470,4.000000,1195.675103,12.926026
21.100000,486.443390,17.974265,4.000000,1197.481671,13.008427
21.200000,480.982071,17.808038,4.000000,1199.271618,13.089756
21.300000,475.602233,17.641849,4.000000,1201.044942,13.170022
21.400000,470.302927,17.475760,4.000000,1202.801652,13.249234
21.500000,465.083165,17.309830,4.000000,1204.541760,13.327404
21.600000,459.941923,17.144121,4.000000,1206.265284,13.404540
21.700000,454.878144,16.978689,4.000000,1207.972249,13.480655
21.800000,449.890739,16.813594,4.000000,1209.662685,13.555760
21.900000,444.978590,16.648891,4.000000,1211.336630,13.629865
22.000000,440.140556,16.484637,4.000000,1212.994123,13.702984
22.100000,435.375474,16.320885,4.000000,1214.635214,13.775129
22.200000,430.682158,16.157688,4.000000,1216.259954,13.846312
22.300000,426.059407,15.995099,4.000000,1217.868401,13.916546
22.400000,421.506006,15.833168,4.000000,1219.460618,13.985845
22.500000,417.020726,15.671943,4.000000,1221.036674,14.054221
22.600000,412.602329,15.511471,4.000000,1222.596641,14.121688
22.700000,408.249568,15.351799,4.000000,1224.140596,14.188259
22.800000,403.961194,15.192970,4.000000,1225.668621,14.253950
22.900000,399.735951,15.035027,4.000000,1227.180803,14.318772
23.000000,395.572585,14.878011,4.000000,1228.677232,14.382740
23.100000,391.469840,14.721961,4.000000,1230.158003,14.445869
23.200000,387.426465,14.566914,4.000000,1231.623214,14.508171
23.300000,383.441214,14.412907,4.000000,1233.072966,14.569662
23.400000,379.512844,14.259973,4.000000,1234.507366,14.630355
23.500000,375.640123,14.108144,4.000000,1235.926522,14.690263
23.600000,371.821829,13.957453,4.000000,1237.330545,14.749402
23.700000,368.056749,13.807926,4.000000,1238.719552,14.807784
23.800000,364.343683,13.659593,4.000000,1240.093660,14.865424
23.900000,360.681446,13.512479,4.000000,1241.452989,14.922335
24.000000,357.068867,13.366607,4.000000,1242.797662,14.978530
24.100000,353.504791,13.222000,4.000000,1244.127805,15.034024
24.200000,349.988082,13.078679,4.000000,1245.443545,15.088829
24.300000,346.517619,12.936663,4.000000,1246.745011,15.142958
24.400000,343.092304,12.795969,4.000000,1248.032335,15.196425
24.500000,339.711056,12.656614,4.000000,1249.305650,15.249242
24.600000,336.372816,12.518612,4.000000,1250.565090,15.301422
24.700000,333.076546,12.381976,4.000000,1251.810792,15.352978
24.800000,329.821231,12.246718,4.000000,1253.042891,15.403920
24.900000,326.605877,12.112847,4.000000,1254.261527,15.454263
25.000000,323.429515,11.980372,4.000000,1255.466839,15.504016
25.100000,320.291197,11.849301,4.000000,1256.658966,15.553192
25.200000,317.190002,11.719639,4.000000,1257.838050,15.601802
25.300000,314.125029,11.591392,4.000000,1259.004231,15.649858
25.400000,311.095404,11.464562,4.000000,1260.157651,15.697369
25.500000,308.100278,11.339152,4.000000,1261.298452,15.744347
25.600000,305.138823,11.215163,4.000000,1262.426776,15.790802
25.700000,302.210239,11.092594,4.000000,1263.542765,15.836745
25.800000,299.313748,10.971445,4.000000,1264.646561,15.882184
25.900000,296.448599,10.851713,4.000000,1265.738306,15.927131
26.000000,293.614064,10.733394,4.000000,1266.818141,15.971593
26.100000,290.809437,10.616486,4.000000,1267.886208,16.015580
26.200000,288.034040,10.500981,4.000000,1268.942648,16.059102
26.300000,285.287215,10.386875,4.000000,1269.987599,16.102167
26.400000,282.568331,10.274159,4.000000,1271.021203,16.144782
26.500000,279.876777,10.162827,4.000000,1272.043598,16.186958
26.600000,277.211966,10.052869,4.000000,1273.054921,16.228700
26.700000,274.573334,9.944277,4.000000,1274.055310,16.270018
26.800000,271.960339,9.837040,4.000000,1275.044901,16.310918
26.900000,269.372460,9.731147,4.000000,1276.023829,16.351407
27.000000,266.809196,9.626587,4.000000,1276.992227,16.391494
27.100000,264.270070,9.523349,4.000000,1277.950229,16.431183
27.200000,261.754622,9.421419,4.000000,1278.897967,16.470483
27.300000,259.262413,9.320786,4.000000,1279.835570,16.509399
27.400000,256.793023,9.221434,4.000000,1280.763167,16.547938
27.500000,254.346052,9.123351,4.000000,1281.680886,16.586105
27.600000,251.921117,9.026523,4.000000,1282.588854,16.623906
27.700000,249.517851,8.930934,4.000000,1283.487194,16.661347
27.800000,247.135906,8.836569,4.000000,1284.376031,16.698432
27.900000,244.774951,8.743414,4.000000,1285.255486,16.735168
28.000000,242.434670,8.651453,4.000000,1286.125680,16.771559
28.100000,240.114761,8.560670,4.000000,1286.986730,16.807610
28.200000,237.814938,8.471049,4.000000,1287.838755,16.843325
28.300000,235.534931,8.382574,4.000000,1288.681869,16.878708
28.400000,233.274480,8.295228,4.000000,1289.516186,16.913765
28.500000,231.033342,8.208996,4.000000,1290.341820,16.948500
28.600000,228.811282,8.123860,4.000000,1291.158879,16.982915
28.700000,226.608080,8.039805,4.000000,1291.967474,17.017016
28.800000,224.423527,7.956813,4.000000,1292.767711,17.050805
28.900000,222.257425,7.874868,4.000000,1293.559696,17.084287
29.000000,220.109585,7.793953,4.000000,1294.343533,17.117464
29.100000,217.979829,7.714052,4.000000,1295.119325,17.150341
29.200000,215.867987,7.635148,4.000000,1295.887171,17.182920
29.300000,213.773900,7.557224,4.000000,1296.647171,17.215204
29.400000,211.697414,7.480265,4.000000,1297.399423,17.247196
29.500000,209.638387,7.404253,4.000000,1298.144021,17.278900
29.600000,207.596680,7.329173,4.000000,1298.881060,17.310318
29.700000,205.572163,7.255009,4.000000,1299.610633,17.341452
29.800000,203.564712,7.181744,4.000000,1300.332829,17.372306
29.900000,201.574209,7.109363,4.000000,1301.047739,17.402881
30.000000,199.600542,7.037851,4.000000,1301.755451,17.433180
30.100000,197.643603,6.967191,4.000000,1302.456049,17.463206
30.200000,195.703289,6.897369,4.000000,1303.149619,17.492961
30.300000,193.779503,6.828369,4.000000,1303.836244,17.522447
30.400000,191.872149,6.760178,4.000000,1304.516006,17.551667
30.500000,189.981136,6.692779,4.000000,1305.188984,17.580621
30.600000,188.106378,6.626160,4.000000,1305.855258,17.609313
30.700000,186.247788,6.560306,4.000000,1306.514904,17.637745
30.800000,184.405286,6.495203,4.000000,1307.167999,17.665917
30.900000,182.578791,6.430838,4.000000,1307.814617,17.693833
31.000000,180.768226,6.367197,4.000000,1308.454831,17.721494
31.100000,178.973514,6.304267,4.000000,1309.088713,17.748902
31.200000,177.194581,6.242035,4.000000,1309.716334,17.776059
31.300000,175.431354,6.180490,4.000000,1310.337762,17.802966
31.400000,173.683761,6.119618,4.000000,1310.953066,17.829626
31.500000,171.951730,6.059408,4.000000,1311.562313,17.856040
31.600000,170.235189,5.999848,4.000000,1312.165569,17.882209
31.700000,168.534070,5.940927,4.000000,1312.762897,17.908135
31.800000,166.848301,5.882633,4.000000,1313.354361,17.933821
31.900000,165.177813,5.824955,4.000000,1313.940024,17.959267
32.000000,163.522535,5.767884,4.000000,1314.519946,17.984475
32.100000,161.882397,5.711408,4.000000,1315.094188,18.009448
32.200000,160.257327,5.655518,4.000000,1315.662809,18.034185
32.300000,158.647256,5.600204,4.000000,1316.225867,18.058690
32.400000,157.052110,5.545456,4.000000,1316.783419,18.082963
32.500000,155.471818,5.491265,4.000000,1317.335522,18.107006
32.600000,153.906305,5.437622,4.000000,1317.882230,18.130821
32.700000,152.355498,5.384518,4.000000,1318.423598,18.154409
32.800000,150.819322,5.331945,4.000000,1318.959680,18.177772
32.900000,149.297699,5.279895,4.000000,1319.490528,18.200911
33.000000,147.790554,5.228359,4.000000,1320.016194,18.223829
33.100000,146.297807,5.177330,4.000000,1320.536729,18.246525
33.200000,144.819379,5.126800,4.000000,1321.052184,18.269003
33.300000,143.355189,5.076762,4.000000,1321.562609,18.291263
33.400000,141.905156,5.027209,4.000000,1322.068051,18.313307
33.500000,140.469196,4.978134,4.000000,1322.568560,18.335137
33.600000,139.047224,4.929530,4.000000,1323.064182,18.356754
33.700000,137.639156,4.881391,4.000000,1323.554965,18.378160
33.800000,136.244905,4.833711,4.000000,1324.040955,18.399356
33.900000,134.864381,4.786483,4.000000,1324.522197,18.420344
34.000000,133.497497,4.739702,4.000000,1324.998736,18.441126
34.100000,132.144161,4.693362,4.000000,1325.470618,18.461702
34.200000,130.804281,4.647458,4.000000,1325.937885,18.482075
34.300000,129.477766,4.601984,4.000000,1326.400580,18.502246
34.400000,128.164520,4.556935,4.000000,1326.858748,18.522217
34.500000,126.864449,4.512306,4.000000,1327.312430,18.541989
34.600000,125.577457,4.468093,4.000000,1327.761668,18.561564
34.700000,124.303446,4.424290,4.000000,1328.206502,18.580943
34.800000,123.042318,4.380893,4.000000,1328.646975,18.600129
34.900000,121.793974,4.337898,4.000000,1329.083126,18.619122
35.000000,120.558313,4.295301,4.000000,1329.514996,18.637924
35.100000,119.335235,4.253096,4.000000,1329.942624,18.656538
35.200000,118.124639,4.211282,4.000000,1330.366048,18.674963
35.300000,116.926421,4.169852,4.000000,1330.785309,18.693203
35.400000,115.740478,4.128804,4.000000,1331.200444,18.711259
35.500000,114.566706,4.088134,4.000000,1331.611491,18.729131
35.600000,113.405001,4.047839,4.000000,1332.018488,18.746823
35.700000,112.255258,4.007915,4.000000,1332.421473,18.764335
35.800000,111.117371,3.968358,4.000000,1332.820481,18.781669
35.900000,109.991234,3.929165,4.000000,1333.215550,18.798827
36.000000,108.876741,3.890334,4.000000,1333.606716,18.815810
36.100000,107.773785,3.851860,4.000000,1333.994015,18.832621
36.200000,106.682259,3.813741,4.000000,1334.377483,18.849259
36.300000,105.602055,3.775975,4.000000,1334.757155,18.865728
36.400000,104.533067,3.738557,4.000000,1335.133066,18.882029
36.500000,103.475187,3.701485,4.000000,1335.505250,18.898162
36.600000,102.428306,3.664757,4.000000,1335.873743,18.914131
36.700000,101.392318,3.628369,4.000000,1336.238579,18.929936
36.800000,100.367115,3.592320,4.000000,1336.599791,18.945579
36.900000,99.352589,3.556605,4.000000,1336.957413,18.961062
37.000000,98.348634,3.521223,4.000000,1337.311478,18.976386
37.100000,97.355141,3.486172,4.000000,1337.662021,18.991553
37.200000,96.372004,3.451448,4.000000,1338.009072,19.006565
37.300000,95.399116,3.417049,4.000000,1338.352667,19.021422
37.400000,94.436371,3.382973,4.000000,1338.692835,19.036126
37.500000,93.483663,3.349217,4.000000,1339.029611,19.050680
37.600000,92.540887,3.315779,4.000000,1339.363026,19.065084
37.700000,91.607936,3.282657,4.000000,1339.693110,19.079340
37.800000,90.684708,3.249847,4.000000,1340.019897,19.093450
37.900000,89.771097,3.217349,4.000000,1340.343417,19.107415
38.000000,88.867000,3.185159,4.000000,1340.663701,19.121236
38.100000,87.972314,3.153276,4.000000,1340.980779,19.134915
38.200000,87.086937,3.121697,4.000000,1341.294683,19.148454
38.300000,86.210768,3.090419,4.000000,1341.605443,19.161854
38.400000,85.343705,3.059441,4.000000,1341.913088,19.175117
38.500000,84.485648,3.028760,4.000000,1342.217649,19.188243
38.600000,83.636497,2.998375,4.000000,1342.519156,19.201234
38.700000,82.796155,2.968282,4.000000,1342.817637,19.214093
38.800000,81.964524,2.938480,4.000000,1343.113121,19.226819
38.900000,81.141505,2.908967,4.000000,1343.405639,19.239415
39.000000,80.327004,2.879740,4.000000,1343.695218,19.251882
39.100000,79.520924,2.850798,3.000000,1343.981887,19.264222
39.200000,78.723172,2.822137,3.000000,1344.265675,19.276435
39.300000,77.933654,2.793762,3.000000,1344.546610,19.288523
39.400000,77.152279,2.765683,3.000000,1344.824720,19.300488
39.500000,76.378960,2.737923,3.000000,1345.100036,19.312330
39.600000,75.613615,2.710517,3.000000,1345.372592,19.324052
39.700000,74.856169,2.683509,3.000000,1345.642425,19.335654
39.800000,74.106556,2.656954,3.000000,1345.909577,19.347137
39.900000,73.364720,2.630912,3.000000,1346.174096,19.358503
40.000000,72.630614,2.605446,3.000000,1346.436036,19.369754
40.100000,71.904206,2.580624,3.000000,1346.695458,19.380890
40.200000,71.185470,2.556508,3.000000,1346.952429,19.391913
40.300000,70.474394,2.533161,3.000000,1347.207023,19.402824
40.400000,69.770976,2.510638,3.000000,1347.459318,19.413623
40.500000,69.075221,2.488990,3.000000,1347.709401,19.424313
40.600000,68.387145,2.468258,3.000000,1347.957359,19.434895
40.700000,67.706770,2.448477,3.000000,1348.203287,19.445369
40.800000,67.034123,2.429672,3.000000,1348.447280,19.455738
40.900000,66.369236,2.411858,3.000000,1348.689437,19.466001
41.000000,65.712145,2.395043,3.000000,1348.929858,19.476160
41.100000,65.062888,2.379224,3.000000,1349.168643,19.486217
41.200000,64.421500,2.364392,3.000000,1349.405889,19.496171
41.300000,63.788020,2.350527,3.000000,1349.641697,19.506026
41.400000,63.162481,2.337605,3.000000,1349.876160,19.515781
41.500000,62.544915,2.325592,3.000000,1350.109373,19.525437
41.600000,61.935351,2.314450,3.000000,1350.341424,19.534996
41.700000,61.333812,2.304137,3.000000,1350.572398,19.544459
41.800000,60.740313,2.294603,3.000000,1350.802376,19.553826
41.900000,60.154868,2.285798,3.000000,1351.031435,19.563100
42.000000,59.577480,2.277668,3.000000,1351.259643,19.572280
42.100000,59.008148,2.270156,3.000000,1351.487067,19.581367
42.200000,58.446861,2.263205,3.000000,1351.713766,19.590364
42.300000,57.893603,2.256756,3.000000,1351.939792,19.599270
42.400000,57.348349,2.250751,3.000000,1352.165194,19.608087
42.500000,56.811067,2.245133,3.000000,1352.390013,19.616815
42.600000,56.281718,2.239843,3.000000,1352.614286,19.625456
42.700000,55.760254,2.234826,3.000000,1352.838043,19.634010
42.800000,55.246623,2.230029,3.000000,1353.061308,19.642479
42.900000,54.740762,2.225398,3.000000,1353.284101,19.650863
43.000000,54.242605,2.220885,3.000000,1353.506437,19.659163
43.100000,53.752079,2.216443,3.000000,1353.728325,19.667380
43.200000,53.269105,2.212026,3.000000,1353.949771,19.675514
43.300000,52.793597,2.207594,3.000000,1354.170774,19.683568
43.400000,52.325467,2.203107,3.000000,1354.391332,19.691541
43.500000,51.864619,2.198531,3.000000,1354.611438,19.699435
43.600000,51.410957,2.193832,3.000000,1354.831081,19.707250
43.700000,50.964377,2.188982,3.000000,1355.050247,19.714987
43.800000,50.524775,2.183954,3.000000,1355.268921,19.722647
43.900000,50.092042,2.178724,3.000000,1355.487082,19.730230
44.000000,49.666068,2.173271,3.000000,1355.704711,19.737738
44.100000,49.246741,2.167579,3.000000,1355.921784,19.745171
44.200000,48.833945,2.161631,3.000000,1356.138277,19.752530
44.300000,48.427566,2.155416,3.000000,1356.354163,19.759816
44.400000,48.027486,2.148923,3.000000,1356.569414,19.767030
44.500000,47.633588,2.142145,3.000000,1356.784004,19.774172
44.600000,47.245756,2.135076,3.000000,1356.997903,19.781242
44.700000,46.863870,2.127713,3.000000,1357.211082,19.788243
44.800000,46.487814,2.120053,3.000000,1357.423511,19.795174
44.900000,46.117470,2.112098,3.000000,1357.635160,19.802037
45.000000,45.752723,2.103850,3.000000,1357.846001,19.808831
45.100000,45.393456,2.095310,3.000000,1358.056005,19.815558
